"setpoint_db","freq_hz:measured_gain_db"
-79.500000,600018310.546875:-63.295804;620013427.734375:-61.084731;640008544.921875:-56.467826;660003662.109375:-48.085375;679998779.296875:-37.984372;699993896.484375:-29.758078;719989013.671875:-25.797747;739984130.859375:-24.670420;759979248.046875:-24.295326;779974365.234375:-24.148216;799969482.421875:-24.101691;819964599.609375:-24.310562;839959716.796875:-24.937858;859954833.984375:-25.379145;879949951.171875:-24.933275;899945068.359375:-23.698561;919940185.546875:-22.634095;939935302.734375:-23.061975;959930419.921875:-23.915193;979925537.109375:-23.697693;999920654.296875:-23.060989;1019915771.484375:-23.072541;1039910888.671875:-23.396303;1059906005.859375:-23.595565;1079901123.046875:-24.228598;1099896240.234375:-26.708464;1119891357.421875:-32.674537;1139886474.609375:-41.864186;1159881591.796875:-49.593477;1179876708.984375:-55.009417;1179876708.984375:-55.009417
-79.000000,600018310.546875:-62.590336;620013427.734375:-60.121544;640008544.921875:-55.633435;660003662.109375:-47.731672;679998779.296875:-37.451110;699993896.484375:-28.554510;719989013.671875:-24.253829;739984130.859375:-23.102666;759979248.046875:-22.757207;779974365.234375:-22.614667;799969482.421875:-22.558608;819964599.609375:-22.740134;839959716.796875:-23.324792;859954833.984375:-23.671807;879949951.171875:-22.753186;899945068.359375:-20.886197;919940185.546875:-20.150505;939935302.734375:-21.257037;959930419.921875:-22.385257;979925537.109375:-22.171957;999920654.296875:-21.516329;1019915771.484375:-21.629136;1039910888.671875:-21.921487;1059906005.859375:-21.775055;1079901123.046875:-22.457309;1099896240.234375:-25.099363;1119891357.421875:-31.098423;1139886474.609375:-40.299854;1159881591.796875:-48.070032;1179876708.984375:-53.644131;1179876708.984375:-53.644131
-78.500000,600018310.546875:-61.926304;620013427.734375:-59.254145;640008544.921875:-54.768934;660003662.109375:-46.907793;679998779.296875:-36.199772;699993896.484375:-26.995124;719989013.671875:-22.705523;739984130.859375:-21.601453;759979248.046875:-21.259720;779974365.234375:-21.130881;799969482.421875:-21.052596;819964599.609375:-21.183694;839959716.796875:-21.747318;859954833.984375:-22.070034;879949951.171875:-21.035977;899945068.359375:-19.059712;919940185.546875:-18.451933;939935302.734375:-19.655810;959930419.921875:-20.760532;979925537.109375:-20.530288;999920654.296875:-19.867581;1019915771.484375:-19.832444;1039910888.671875:-19.978235;1059906005.859375:-20.011426;1079901123.046875:-20.837723;1099896240.234375:-23.497118;1119891357.421875:-29.513300;1139886474.609375:-38.747227;1159881591.796875:-46.581068;1179876708.984375:-52.225422;1179876708.984375:-52.225422
-78.000000,600018310.546875:-61.194472;620013427.734375:-58.193484;640008544.921875:-52.782846;660003662.109375:-43.454956;679998779.296875:-32.508356;699993896.484375:-24.460790;719989013.671875:-21.001405;739984130.859375:-20.096788;759979248.046875:-19.774140;779974365.234375:-19.680764;799969482.421875:-19.583930;819964599.609375:-19.658521;839959716.796875:-20.231655;859954833.984375:-20.676416;879949951.171875:-20.286535;899945068.359375:-19.488680;919940185.546875:-18.939925;939935302.734375:-18.926381;959930419.921875:-19.251069;979925537.109375:-18.907756;999920654.296875:-18.290437;1019915771.484375:-18.239132;1039910888.671875:-18.375222;1059906005.859375:-18.451172;1079901123.046875:-19.271827;1099896240.234375:-21.883576;1119891357.421875:-27.902395;1139886474.609375:-37.167832;1159881591.796875:-45.069411;1179876708.984375:-50.825577;1179876708.984375:-50.825577
-77.500000,600018310.546875:-60.275220;620013427.734375:-57.295803;640008544.921875:-52.450888;660003662.109375:-44.076356;679998779.296875:-32.993381;699993896.484375:-23.744530;719989013.671875:-19.560529;739984130.859375:-18.547499;759979248.046875:-18.262992;779974365.234375:-18.177718;799969482.421875:-18.074817;819964599.609375:-18.139021;839959716.796875:-18.676662;859954833.984375:-18.991848;879949951.171875:-17.928520;899945068.359375:-15.944838;919940185.546875:-15.360225;939935302.734375:-16.566359;959930419.921875:-17.639653;979925537.109375:-17.442558;999920654.296875:-16.924816;1019915771.484375:-16.994888;1039910888.671875:-17.005117;1059906005.859375:-16.931788;1079901123.046875:-17.712869;1099896240.234375:-20.342726;1119891357.421875:-26.393255;1139886474.609375:-35.754806;1159881591.796875:-43.852081;1179876708.984375:-49.757715;1179876708.984375:-49.757715
-77.000000,600018310.546875:-59.091303;620013427.734375:-55.645025;640008544.921875:-49.933487;660003662.109375:-40.649065;679998779.296875:-29.900266;699993896.484375:-21.654002;719989013.671875:-17.950974;739984130.859375:-17.023810;759979248.046875:-16.765523;779974365.234375:-16.689017;799969482.421875:-16.592744;819964599.609375:-16.657397;839959716.796875:-17.161398;859954833.984375:-17.547376;879949951.171875:-17.117148;899945068.359375:-16.010518;919940185.546875:-15.100649;939935302.734375:-15.497214;959930419.921875:-16.244524;979925537.109375:-15.969447;999920654.296875:-15.307328;1019915771.484375:-15.292511;1039910888.671875:-15.665137;1059906005.859375:-15.951517;1079901123.046875:-16.511725;1099896240.234375:-18.906116;1119891357.421875:-24.892346;1139886474.609375:-34.168036;1159881591.796875:-42.077911;1179876708.984375:-47.884966;1179876708.984375:-47.884966
-76.500000,600018310.546875:-57.870132;620013427.734375:-54.285322;640008544.921875:-48.680156;660003662.109375:-39.831435;679998779.296875:-29.239019;699993896.484375:-20.504940;719989013.671875:-16.475072;739984130.859375:-15.498836;759979248.046875:-15.247343;779974365.234375:-15.168381;799969482.421875:-15.088348;819964599.609375:-15.180164;839959716.796875:-15.662401;859954833.984375:-15.972953;879949951.171875:-15.274590;899945068.359375:-13.706230;919940185.546875:-12.810295;939935302.734375:-13.686219;959930419.921875:-14.721754;979925537.109375:-14.488544;999920654.296875:-13.835796;1019915771.484375:-13.941252;1039910888.671875:-14.249552;1059906005.859375:-14.101121;1079901123.046875:-14.747939;1099896240.234375:-17.356231;1119891357.421875:-23.371469;1139886474.609375:-32.649020;1159881591.796875:-40.578292;1179876708.984375:-46.496720;1179876708.984375:-46.496720
-76.000000,600018310.546875:-56.769918;620013427.734375:-53.057488;640008544.921875:-47.121137;660003662.109375:-37.464529;679998779.296875:-26.349786;699993896.484375:-18.299564;719989013.671875:-14.908136;739984130.859375:-14.062888;759979248.046875:-13.815015;779974365.234375:-13.778873;799969482.421875:-13.703278;819964599.609375:-13.760892;839959716.796875:-14.253874;859954833.984375:-14.631361;879949951.171875:-14.248787;899945068.359375:-13.394708;919940185.546875:-12.715830;939935302.734375:-12.780233;959930419.921875:-13.226429;979925537.109375:-12.923561;999920654.296875:-12.303627;1019915771.484375:-12.257115;1039910888.671875:-12.465713;1059906005.859375:-12.603826;1079901123.046875:-13.305432;1099896240.234375:-15.800859;1119891357.421875:-21.780080;1139886474.609375:-31.061915;1159881591.796875:-39.030824;1179876708.984375:-44.936036;1179876708.984375:-44.936036
-75.500000,600018310.546875:-55.559895;620013427.734375:-51.864535;640008544.921875:-46.469754;660003662.109375:-37.827154;679998779.296875:-26.707730;699993896.484375:-17.622274;719989013.671875:-13.643061;739984130.859375:-12.717549;759979248.046875:-12.497305;779974365.234375:-12.472264;799969482.421875:-12.390508;819964599.609375:-12.444366;839959716.796875:-12.918317;859954833.984375:-13.161836;879949951.171875:-12.126191;899945068.359375:-10.244521;919940185.546875:-9.668449;939935302.734375:-10.737487;959930419.921875:-11.726942;979925537.109375:-11.531671;999920654.296875:-10.940659;1019915771.484375:-10.932505;1039910888.671875:-11.126862;1059906005.859375:-11.129749;1079901123.046875:-11.838232;1099896240.234375:-14.381395;1119891357.421875:-20.373402;1139886474.609375:-29.673809;1159881591.796875:-37.666010;1179876708.984375:-43.620023;1179876708.984375:-43.620023
-75.000000,600018310.546875:-54.229604;620013427.734375:-50.786352;640008544.921875:-45.540262;660003662.109375:-36.641315;679998779.296875:-25.221751;699993896.484375:-16.096609;719989013.671875:-12.179515;739984130.859375:-11.307239;759979248.046875:-11.138277;779974365.234375:-11.130068;799969482.421875:-11.062407;819964599.609375:-11.105495;839959716.796875:-11.503206;859954833.984375:-11.696969;879949951.171875:-10.708473;899945068.359375:-8.907152;919940185.546875:-8.342772;939935302.734375:-9.339411;959930419.921875:-10.283588;979925537.109375:-10.117012;999920654.296875:-9.733745;1019915771.484375:-9.907962;1039910888.671875:-9.812930;1059906005.859375:-9.640222;1079901123.046875:-10.360935;1099896240.234375:-12.881309;1119891357.421875:-18.833681;1139886474.609375:-28.210218;1159881591.796875:-36.491304;1179876708.984375:-42.605477;1179876708.984375:-42.605477
-74.500000,600018310.546875:-53.098538;620013427.734375:-49.207742;640008544.921875:-43.161206;660003662.109375:-33.598904;679998779.296875:-22.683146;699993896.484375:-14.521750;719989013.671875:-11.012554;739984130.859375:-10.184751;759979248.046875:-10.005945;779974365.234375:-9.994450;799969482.421875:-9.917457;819964599.609375:-9.961136;839959716.796875:-10.386270;859954833.984375:-10.698241;879949951.171875:-10.307279;899945068.359375:-9.302078;919940185.546875:-8.379118;939935302.734375:-8.635951;959930419.921875:-9.305696;979925537.109375:-9.062157;999920654.296875:-8.446892;1019915771.484375:-8.433991;1039910888.671875:-8.792506;1059906005.859375:-9.066435;1079901123.046875:-9.602744;1099896240.234375:-11.926481;1119891357.421875:-17.838626;1139886474.609375:-27.079559;1159881591.796875:-35.024910;1179876708.984375:-40.929679;1179876708.984375:-40.929679
-74.000000,600018310.546875:-52.088032;620013427.734375:-48.182578;640008544.921875:-42.161713;660003662.109375:-32.787567;679998779.296875:-22.054955;699993896.484375:-13.650517;719989013.671875:-9.917193;739984130.859375:-9.037262;759979248.046875:-8.840757;779974365.234375:-8.822561;799969482.421875:-8.733163;819964599.609375:-8.776595;839959716.796875:-9.234039;859954833.984375:-9.565657;879949951.171875:-9.124705;899945068.359375:-7.933732;919940185.546875:-6.859953;939935302.734375:-7.332608;959930419.921875:-8.189573;979925537.109375:-7.970509;999920654.296875:-7.342115;1019915771.484375:-7.299465;1039910888.671875:-7.503396;1059906005.859375:-7.613196;1079901123.046875:-8.323630;1099896240.234375:-10.822214;1119891357.421875:-16.772800;1139886474.609375:-26.015220;1159881591.796875:-33.964153;1179876708.984375:-39.877522;1179876708.984375:-39.877522
-73.500000,600018310.546875:-51.083060;620013427.734375:-47.168447;640008544.921875:-41.164296;660003662.109375:-31.903357;679998779.296875:-21.273480;699993896.484375:-12.722029;719989013.671875:-8.853297;739984130.859375:-7.940392;759979248.046875:-7.735326;779974365.234375:-7.714247;799969482.421875:-7.618479;819964599.609375:-7.661159;839959716.796875:-8.137836;859954833.984375:-8.486182;879949951.171875:-8.015434;899945068.359375:-6.723952;919940185.546875:-5.601634;939935302.734375:-6.205515;959930419.921875:-7.162375;979925537.109375:-6.945996;999920654.296875:-6.299020;1019915771.484375:-6.256080;1039910888.671875:-6.413809;1059906005.859375:-6.443675;1079901123.046875:-7.221158;1099896240.234375:-9.801979;1119891357.421875:-15.768891;1139886474.609375:-25.009714;1159881591.796875:-32.965175;1179876708.984375:-38.891155;1179876708.984375:-38.891155
-73.000000,600018310.546875:-50.165161;620013427.734375:-46.281692;640008544.921875:-40.557981;660003662.109375:-31.589499;679998779.296875:-20.625118;699993896.484375:-11.759168;719989013.671875:-7.823770;739984130.859375:-6.894947;759979248.046875:-6.673449;779974365.234375:-6.646567;799969482.421875:-6.545540;819964599.609375:-6.594780;839959716.796875:-7.090928;859954833.984375:-7.384371;879949951.171875:-6.516103;899945068.359375:-4.793266;919940185.546875:-4.079284;939935302.734375:-5.106389;959930419.921875:-6.160649;979925537.109375:-5.942599;999920654.296875:-5.310023;1019915771.484375:-5.455256;1039910888.671875:-5.820430;1059906005.859375:-5.652242;1079901123.046875:-6.248096;1099896240.234375:-8.815319;1119891357.421875:-14.795076;1139886474.609375:-24.041848;1159881591.796875:-32.016725;1179876708.984375:-38.074719;1179876708.984375:-38.074719
-72.500000,600018310.546875:-49.165778;620013427.734375:-45.220576;640008544.921875:-39.100193;660003662.109375:-29.353787;679998779.296875:-18.240092;699993896.484375:-10.134104;719989013.671875:-6.681186;739984130.859375:-5.815283;759979248.046875:-5.585292;779974365.234375:-5.558304;799969482.421875:-5.460529;819964599.609375:-5.520967;839959716.796875:-6.034293;859954833.984375:-6.408790;879949951.171875:-6.001392;899945068.359375:-5.030319;919940185.546875:-4.249227;939935302.734375:-4.539128;959930419.921875:-5.204104;979925537.109375:-4.923104;999920654.296875:-4.245539;1019915771.484375:-4.219491;1039910888.671875:-4.551118;1059906005.859375:-4.779755;1079901123.046875:-5.400267;1099896240.234375:-7.842163;1119891357.421875:-13.801482;1139886474.609375:-23.049521;1159881591.796875:-31.009385;1179876708.984375:-36.939006;1179876708.984375:-36.939006
-72.000000,600018310.546875:-48.169777;620013427.734375:-44.203778;640008544.921875:-38.039284;660003662.109375:-27.998381;679998779.296875:-16.075391;699993896.484375:-7.478283;719989013.671875:-4.809403;739984130.859375:-4.582351;759979248.046875:-4.462353;779974365.234375:-4.437185;799969482.421875:-4.336471;819964599.609375:-4.392675;839959716.796875:-4.917372;859954833.984375:-5.302218;879949951.171875:-4.930041;899945068.359375:-4.315633;919940185.546875:-4.431701;939935302.734375:-5.109060;959930419.921875:-4.880979;979925537.109375:-3.929087;999920654.296875:-3.134249;1019915771.484375:-3.079509;1039910888.671875:-3.242561;1059906005.859375:-3.291489;1079901123.046875:-4.104482;1099896240.234375:-6.735504;1119891357.421875:-12.726560;1139886474.609375:-21.975374;1159881591.796875:-29.942421;1179876708.984375:-35.880859;1179876708.984375:-35.880859
-71.500000,600018310.546875:-47.174824;620013427.734375:-43.196919;640008544.921875:-37.019430;660003662.109375:-26.996578;679998779.296875:-15.237782;699993896.484375:-6.818081;719989013.671875:-3.969437;739984130.859375:-3.553254;759979248.046875:-3.393191;779974365.234375:-3.369048;799969482.421875:-3.271683;819964599.609375:-3.332779;839959716.796875:-3.869886;859954833.984375:-4.264853;879949951.171875:-3.886506;899945068.359375:-3.220293;919940185.546875:-3.080191;939935302.734375:-3.496557;959930419.921875:-3.552122;979925537.109375:-2.865749;999920654.296875:-2.115442;1019915771.484375:-2.060830;1039910888.671875:-2.254310;1059906005.859375:-2.470020;1079901123.046875:-3.460501;1099896240.234375:-5.929161;1119891357.421875:-11.768724;1139886474.609375:-20.994714;1159881591.796875:-28.968765;1179876708.984375:-34.916923;1179876708.984375:-34.916923
-71.000000,600018310.546875:-46.336040;620013427.734375:-42.347023;640008544.921875:-36.186447;660003662.109375:-26.401664;679998779.296875:-15.263036;699993896.484375:-7.126733;719989013.671875:-3.626529;739984130.859375:-2.729598;759979248.046875:-2.490693;779974365.234375:-2.464924;799969482.421875:-2.363949;819964599.609375:-2.424524;839959716.796875:-2.966012;859954833.984375:-3.362137;879949951.171875:-2.932197;899945068.359375:-1.937093;919940185.546875:-1.171646;939935302.734375:-1.503709;959930419.921875:-2.200335;979925537.109375:-1.912146;999920654.296875:-1.218311;1019915771.484375:-1.196200;1039910888.671875:-1.536184;1059906005.859375:-1.763513;1079901123.046875:-2.408438;1099896240.234375:-4.894294;1119891357.421875:-10.885147;1139886474.609375:-20.149673;1159881591.796875:-28.128979;1179876708.984375:-34.081414;1179876708.984375:-34.081414
-70.500000,600018310.546875:-45.340633;620013427.734375:-41.401949;640008544.921875:-35.671735;660003662.109375:-26.700970;679998779.296875:-15.638738;699993896.484375:-6.663738;719989013.671875:-2.651014;739984130.859375:-1.681899;759979248.046875:-1.450869;779974365.234375:-1.429041;799969482.421875:-1.328185;819964599.609375:-1.383302;839959716.796875:-1.918868;859954833.984375:-2.234740;879949951.171875:-1.285776;899945068.359375:0.541704;919940185.546875:1.186814;939935302.734375:0.017853;959930419.921875:-1.116360;979925537.109375:-0.891886;999920654.296875:-0.226810;1019915771.484375:-0.331888;1039910888.671875:-0.660494;1059906005.859375:-0.550815;1079901123.046875:-1.229317;1099896240.234375:-3.873007;1119891357.421875:-9.904616;1139886474.609375:-19.173105;1159881591.796875:-27.165905;1179876708.984375:-33.218421;1179876708.984375:-33.218421
-70.000000,600018310.546875:-44.290545;620013427.734375:-40.269524;640008544.921875:-34.064774;660003662.109375:-24.225125;679998779.296875:-13.064562;699993896.484375:-4.929082;719989013.671875:-1.430786;739984130.859375:-0.558910;759979248.046875:-0.349052;779974365.234375:-0.326285;799969482.421875:-0.206656;819964599.609375:-0.257726;839959716.796875:-0.800006;859954833.984375:-1.199442;879949951.171875:-0.770557;899945068.359375:0.216920;919940185.546875:0.967527;939935302.734375:0.639402;959930419.921875:-0.044208;979925537.109375:0.259244;999920654.296875:0.960266;1019915771.484375:0.987147;1039910888.671875:0.664198;1059906005.859375:0.455396;1079901123.046875:-0.209325;1099896240.234375:-2.750220;1119891357.421875:-8.795346;1139886474.609375:-18.086481;1159881591.796875:-26.078007;1179876708.984375:-32.043003;1179876708.984375:-32.043003
-69.500000,600018310.546875:-43.289271;620013427.734375:-39.256465;640008544.921875:-33.035860;660003662.109375:-23.198420;679998779.296875:-12.056025;699993896.484375:-3.896702;719989013.671875:-0.378997;739984130.859375:0.496190;759979248.046875:0.705809;779974365.234375:0.725925;799969482.421875:0.838059;819964599.609375:0.781876;839959716.796875:0.241256;859954833.984375:-0.155449;879949951.171875:0.275531;899945068.359375:1.288221;919940185.546875:2.067579;939935302.734375:1.702269;959930419.921875:0.984465;979925537.109375:1.282539;999920654.296875:1.982679;1019915771.484375:2.002511;1039910888.671875:1.652038;1059906005.859375:1.412029;1079901123.046875:0.767574;1099896240.234375:-1.757606;1119891357.421875:-7.807875;1139886474.609375:-17.101809;1159881591.796875:-25.095293;1179876708.984375:-31.063995;1179876708.984375:-31.063995
-69.000000,600018310.546875:-42.331525;620013427.734375:-38.320611;640008544.921875:-32.382997;660003662.109375:-23.186463;679998779.296875:-12.246912;699993896.484375:-3.414740;719989013.671875:0.565998;739984130.859375:1.512075;759979248.046875:1.720984;779974365.234375:1.742053;799969482.421875:1.851326;819964599.609375:1.795295;839959716.796875:1.262576;859954833.984375:0.930234;879949951.171875:1.747045;899945068.359375:3.430677;919940185.546875:4.207020;939935302.734375:3.171564;959930419.921875:2.077263;979925537.109375:2.322830;999920654.296875:2.983209;1019915771.484375:2.804754;1039910888.671875:2.402043;1059906005.859375:2.602019;1079901123.046875:1.985844;1099896240.234375:-0.703058;1119891357.421875:-6.803182;1139886474.609375:-16.106883;1159881591.796875:-24.125162;1179876708.984375:-30.249540;1179876708.984375:-30.249540
-68.500000,600018310.546875:-41.335328;620013427.734375:-37.275757;640008544.921875:-31.093217;660003662.109375:-21.638047;679998779.296875:-10.927290;699993896.484375:-2.322242;719989013.671875:1.610701;739984130.859375:2.547951;759979248.046875:2.748700;779974365.234375:2.765821;799969482.421875:2.875031;819964599.609375:2.820405;839959716.796875:2.286981;859954833.984375:1.896536;879949951.171875:2.381386;899945068.359375:3.714299;919940185.546875:4.835029;939935302.734375:4.131704;959930419.921875:3.092510;979925537.109375:3.330925;999920654.296875:4.030528;1019915771.484375:4.087779;1039910888.671875:3.927755;1059906005.859375:3.883064;1079901123.046875:3.032834;1099896240.234375:0.294753;1119891357.421875:-5.818833;1139886474.609375:-15.128197;1159881591.796875:-23.127181;1179876708.984375:-29.101535;1179876708.984375:-29.101535
-68.000000,600018310.546875:-40.317200;620013427.734375:-36.248586;640008544.921875:-30.066002;660003662.109375:-20.608294;679998779.296875:-9.875651;699993896.484375:-1.255751;719989013.671875:2.676263;739984130.859375:3.611843;759979248.046875:3.814123;779974365.234375:3.829277;799969482.421875:3.940217;819964599.609375:3.888605;839959716.796875:3.358761;859954833.984375:2.977588;879949951.171875:3.493404;899945068.359375:4.857303;919940185.546875:5.950424;939935302.734375:5.227116;959930419.921875:4.187174;979925537.109375:4.424827;999920654.296875:5.120828;1019915771.484375:5.157975;1039910888.671875:4.977782;1059906005.859375:4.955525;1079901123.046875:4.129258;1099896240.234375:1.394161;1119891357.421875:-4.732063;1139886474.609375:-14.053999;1159881591.796875:-22.059329;1179876708.984375:-28.046826;1179876708.984375:-28.046826
-67.500000,600018310.546875:-38.924037;620013427.734375:-34.822185;640008544.921875:-28.460504;660003662.109375:-18.200984;679998779.296875:-6.260290;699993896.484375:2.236890;719989013.671875:4.922518;739984130.859375:5.195702;759979248.046875:5.298321;779974365.234375:5.319739;799969482.421875:5.435368;819964599.609375:5.363495;839959716.796875:4.835847;859954833.984375:4.477872;879949951.171875:4.851971;899945068.359375:5.451009;919940185.546875:5.415384;939935302.734375:4.848758;959930419.921875:4.960596;979925537.109375:5.804971;999920654.296875:6.594321;1019915771.484375:6.650503;1039910888.671875:6.481400;1059906005.859375:6.395143;1079901123.046875:5.502639;1099896240.234375:2.826860;1119891357.421875:-3.246785;1139886474.609375:-12.560430;1159881591.796875:-20.551708;1179876708.984375:-26.511339;1179876708.984375:-26.511339
-67.000000,600018310.546875:-37.708521;620013427.734375:-33.619757;640008544.921875:-27.222703;660003662.109375:-16.930405;679998779.296875:-5.327697;699993896.484375:2.717736;719989013.671875:5.857150;739984130.859375:6.597766;759979248.046875:6.793664;779974365.234375:6.779028;799969482.421875:6.919510;819964599.609375:6.883123;839959716.796875:6.310900;859954833.984375:5.932804;879949951.171875:6.355602;899945068.359375:7.073009;919940185.546875:7.521693;939935302.734375:7.502956;959930419.921875:7.161856;979925537.109375:7.492040;999920654.296875:8.137477;1019915771.484375:8.202594;1039910888.671875:8.049459;1059906005.859375:7.966413;1079901123.046875:7.127790;1099896240.234375:4.477236;1119891357.421875:-1.616189;1139886474.609375:-10.944838;1159881591.796875:-18.973891;1179876708.984375:-24.995301;1179876708.984375:-24.995301
-66.500000,600018310.546875:-36.252486;620013427.734375:-32.133980;640008544.921875:-25.683605;660003662.109375:-15.252922;679998779.296875:-3.185811;699993896.484375:5.287671;719989013.671875:7.904939;739984130.859375:8.184705;759979248.046875:8.281122;779974365.234375:8.277662;799969482.421875:8.424882;819964599.609375:8.358762;839959716.796875:7.796256;859954833.984375:7.456838;879949951.171875:7.864930;899945068.359375:8.463354;919940185.546875:8.468894;939935302.734375:7.988311;959930419.921875:8.060890;979925537.109375:8.825363;999920654.296875:9.576496;1019915771.484375:9.627884;1039910888.671875:9.465522;1059906005.859375:9.356236;1079901123.046875:8.456526;1099896240.234375:5.884147;1119891357.421875:-0.099176;1139886474.609375:-9.357774;1159881591.796875:-17.320273;1179876708.984375:-23.286197;1179876708.984375:-23.286197
-66.000000,600018310.546875:-55.187383;620013427.734375:-54.467167;640008544.921875:-51.796874;660003662.109375:-44.989572;679998779.296875:-35.008774;699993896.484375:-26.750046;719989013.671875:-23.573987;739984130.859375:-22.996742;759979248.046875:-22.757264;779974365.234375:-22.703472;799969482.421875:-22.773900;819964599.609375:-23.064044;839959716.796875:-23.712144;859954833.984375:-24.199676;879949951.171875:-23.852956;899945068.359375:-23.095576;919940185.546875:-23.027072;939935302.734375:-23.652188;959930419.921875:-23.463053;979925537.109375:-22.510004;999920654.296875:-21.735307;1019915771.484375:-21.770998;1039910888.671875:-21.999558;1059906005.859375:-22.039513;1079901123.046875:-22.871763;1099896240.234375:-25.523294;1119891357.421875:-31.302316;1139886474.609375:-39.988132;1159881591.796875:-46.944870;1179876708.984375:-51.278053;1179876708.984375:-51.278053
-65.500000,600018310.546875:-54.516351;620013427.734375:-53.657867;640008544.921875:-50.841179;660003662.109375:-44.372785;679998779.296875:-35.392796;699993896.484375:-27.213462;719989013.671875:-22.922619;739984130.859375:-21.621759;759979248.046875:-21.254629;779974365.234375:-21.193821;799969482.421875:-21.253942;819964599.609375:-21.525922;839959716.796875:-22.146974;859954833.984375:-22.615316;879949951.171875:-22.176565;899945068.359375:-20.763296;919940185.546875:-19.494743;939935302.734375:-20.062837;959930419.921875:-21.068163;979925537.109375:-20.854412;999920654.296875:-20.204702;1019915771.484375:-20.253100;1039910888.671875:-20.522648;1059906005.859375:-20.592849;1079901123.046875:-21.360502;1099896240.234375:-23.962397;1119891357.421875:-29.798624;1139886474.609375:-38.577328;1159881591.796875:-45.659018;1179876708.984375:-50.157913;1179876708.984375:-50.157913
-65.000000,600018310.546875:-53.872721;620013427.734375:-52.890017;640008544.921875:-49.865208;660003662.109375:-43.087262;679998779.296875:-33.830402;699993896.484375:-25.563065;719989013.671875:-21.308140;739984130.859375:-20.059686;759979248.046875:-19.740227;779974365.234375:-19.732332;799969482.421875:-19.796614;819964599.609375:-20.044117;839959716.796875:-20.658564;859954833.984375:-21.099891;879949951.171875:-20.614327;899945068.359375:-19.221498;919940185.546875:-18.021781;939935302.734375:-18.568918;959930419.921875:-19.514512;979925537.109375:-19.287279;999920654.296875:-18.648458;1019915771.484375:-18.692466;1039910888.671875:-18.991595;1059906005.859375:-19.113161;1079901123.046875:-19.857149;1099896240.234375:-22.430241;1119891357.421875:-28.279883;1139886474.609375:-37.118626;1159881591.796875:-44.312284;1179876708.984375:-48.975610;1179876708.984375:-48.975610
-64.500000,600018310.546875:-53.207596;620013427.734375:-52.041136;640008544.921875:-48.781592;660003662.109375:-41.830108;679998779.296875:-32.508871;699993896.484375:-24.116036;719989013.671875:-19.797163;739984130.859375:-18.572413;759979248.046875:-18.277884;779974365.234375:-18.266098;799969482.421875:-18.324356;819964599.609375:-18.563840;839959716.796875:-19.154921;859954833.984375:-19.573847;879949951.171875:-19.092244;899945068.359375:-17.685318;919940185.546875:-16.458814;939935302.734375:-17.060868;959930419.921875:-18.062334;979925537.109375:-17.842991;999920654.296875:-17.191677;1019915771.484375:-17.222331;1039910888.671875:-17.477947;1059906005.859375:-17.552436;1079901123.046875:-18.347528;1099896240.234375:-20.983775;1119891357.421875:-26.869231;1139886474.609375:-35.760445;1159881591.796875:-43.044490;1179876708.984375:-47.832586;1179876708.984375:-47.832586
-64.000000,600018310.546875:-52.470561;620013427.734375:-51.102555;640008544.921875:-47.504621;660003662.109375:-39.796504;679998779.296875:-29.789128;699993896.484375:-21.888764;719989013.671875:-18.101707;739984130.859375:-17.002704;759979248.046875:-16.723409;779974365.234375:-16.706436;799969482.421875:-16.769185;819964599.609375:-17.009778;839959716.796875:-17.582909;859954833.984375:-17.985816;879949951.171875:-17.607544;899945068.359375:-16.758915;919940185.546875:-16.111495;939935302.734375:-16.169033;959930419.921875:-16.642942;979925537.109375:-16.316410;999920654.296875:-15.651206;1019915771.484375:-15.679577;1039910888.671875:-15.921796;1059906005.859375:-15.982850;1079901123.046875:-16.790781;1099896240.234375:-19.446470;1119891357.421875:-25.349517;1139886474.609375:-34.272329;1159881591.796875:-41.630997;1179876708.984375:-46.557293;1179876708.984375:-46.557293
-63.500000,600018310.546875:-51.760303;620013427.734375:-50.219417;640008544.921875:-46.428315;660003662.109375:-38.631341;679998779.296875:-28.633151;699993896.484375:-20.598304;719989013.671875:-16.723616;739984130.859375:-15.622761;759979248.046875:-15.339398;779974365.234375:-15.301263;799969482.421875:-15.358643;819964599.609375:-15.607666;839959716.796875:-16.173253;859954833.984375:-16.558341;879949951.171875:-16.157442;899945068.359375:-15.164724;919940185.546875:-14.355294;939935302.734375:-14.588487;959930419.921875:-15.235106;979925537.109375:-14.939609;999920654.296875:-14.269249;1019915771.484375:-14.313376;1039910888.671875:-14.653413;1059906005.859375:-14.818325;1079901123.046875:-15.528287;1099896240.234375:-18.101976;1119891357.421875:-24.012625;1139886474.609375:-32.975837;1159881591.796875:-40.395013;1179876708.984375:-45.417576;1179876708.984375:-45.417576
