"setpoint_db","freq_hz:measured_gain_db"
-46.000000,600018310.546875:-35.372991;620013427.734375:-35.009964;640008544.921875:-33.142530;660003662.109375:-27.728859;679998779.296875:-18.779122;699993896.484375:-10.307910;719989013.671875:-6.098970;739984130.859375:-4.810188;759979248.046875:-4.354153;779974365.234375:-4.265495;799969482.421875:-4.265736;819964599.609375:-4.678335;839959716.796875:-5.504228;859954833.984375:-5.792949;879949951.171875:-4.775546;899945068.359375:-2.971449;919940185.546875:-2.128864;939935302.734375:-3.010501;959930419.921875:-4.099150;979925537.109375:-4.064684;999920654.296875:-3.519000;1019915771.484375:-3.689618;1039910888.671875:-4.147884;1059906005.859375:-3.987040;1079901123.046875:-4.506154;1099896240.234375:-6.979816;1119891357.421875:-12.673443;1139886474.609375:-21.157964;1159881591.796875:-27.853232;1179876708.984375:-31.956564;1179876708.984375:-31.956564
-45.500000,600018310.546875:-34.843239;620013427.734375:-34.458105;640008544.921875:-32.648042;660003662.109375:-27.243034;679998779.296875:-17.997703;699993896.484375:-9.303835;719989013.671875:-5.064493;739984130.859375:-3.802110;759979248.046875:-3.365069;779974365.234375:-3.279125;799969482.421875:-3.275101;819964599.609375:-3.682262;839959716.796875:-4.503284;859954833.984375:-4.762218;879949951.171875:-3.592079;899945068.359375:-1.633122;919940185.546875:-0.966739;939935302.734375:-2.013393;959930419.921875:-3.131917;979925537.109375:-3.092498;999920654.296875:-2.516293;1019915771.484375:-2.535169;1039910888.671875:-2.835264;1059906005.859375:-2.843244;1079901123.046875:-3.520401;1099896240.234375:-6.023342;1119891357.421875:-11.730076;1139886474.609375:-20.254765;1159881591.796875:-27.025359;1179876708.984375:-31.215313;1179876708.984375:-31.215313
-45.000000,600018310.546875:-34.303319;620013427.734375:-33.768045;640008544.921875:-31.384493;660003662.109375:-25.181845;679998779.296875:-16.047475;699993896.484375:-7.970714;719989013.671875:-4.019806;739984130.859375:-2.806652;759979248.046875:-2.390856;779974365.234375:-2.320088;799969482.421875:-2.309348;819964599.609375:-2.688549;839959716.796875:-3.488548;859954833.984375:-3.841692;879949951.171875:-3.252347;899945068.359375:-2.013588;919940185.546875:-0.920916;939935302.734375:-1.265030;959930419.921875:-2.142330;979925537.109375:-2.083924;999920654.296875:-1.500126;1019915771.484375:-1.462244;1039910888.671875:-1.815957;1059906005.859375:-2.053550;1079901123.046875:-2.682099;1099896240.234375:-5.078441;1119891357.421875:-10.766394;1139886474.609375:-19.310752;1159881591.796875:-26.135497;1179876708.984375:-30.404886;1179876708.984375:-30.404886
-44.500000,600018310.546875:-33.785244;620013427.734375:-33.300410;640008544.921875:-31.358271;660003662.109375:-25.735224;679998779.296875:-16.164910;699993896.484375:-7.281405;719989013.671875:-3.011062;739984130.859375:-1.781808;759979248.046875:-1.388354;779974365.234375:-1.324295;799969482.421875:-1.308983;819964599.609375:-1.677774;839959716.796875:-2.469892;859954833.984375:-2.721883;879949951.171875:-1.538025;899945068.359375:0.433374;919940185.546875:1.054038;939935302.734375:-0.021346;959930419.921875:-1.137977;979925537.109375:-1.110329;999920654.296875:-0.595767;1019915771.484375:-0.611760;1039910888.671875:-0.755732;1059906005.859375:-0.781399;1079901123.046875:-1.546619;1099896240.234375:-4.085089;1119891357.421875:-9.810169;1139886474.609375:-18.415587;1159881591.796875:-25.378810;1179876708.984375:-29.777669;1179876708.984375:-29.777669
-44.000000,600018310.546875:-33.179809;620013427.734375:-32.501521;640008544.921875:-29.809473;660003662.109375:-22.881799;679998779.296875:-12.932747;699993896.484375:-4.948910;719989013.671875:-1.592887;739984130.859375:-0.697357;759979248.046875:-0.356763;779974365.234375:-0.294830;799969482.421875:-0.267962;819964599.609375:-0.620153;839959716.796875:-1.400845;859954833.984375:-1.744770;879949951.171875:-1.235861;899945068.359375:-0.502934;919940185.546875:-0.054990;939935302.734375:-0.050443;959930419.921875:-0.325714;979925537.109375:-0.054336;999920654.296875:0.557330;1019915771.484375:0.619857;1039910888.671875:0.381257;1059906005.859375:0.154656;1079901123.046875:-0.763789;1099896240.234375:-3.176207;1119891357.421875:-8.785335;1139886474.609375:-17.388703;1159881591.796875:-24.365568;1179876708.984375:-28.815006;1179876708.984375:-28.815006
-43.500000,600018310.546875:-32.684537;620013427.734375:-31.908429;640008544.921875:-29.066425;660003662.109375:-21.920403;679998779.296875:-11.549344;699993896.484375:-3.181446;719989013.671875:-0.163043;739984130.859375:0.381749;759979248.046875:0.643384;779974365.234375:0.698658;799969482.421875:0.730590;819964599.609375:0.388642;839959716.796875:-0.383815;859954833.984375:-0.723589;879949951.171875:-0.216480;899945068.359375:0.449281;919940185.546875:0.537948;939935302.734375:0.165082;959930419.921875:0.250728;979925537.109375:0.873847;999920654.296875:1.547064;1019915771.484375:1.608866;1039910888.671875:1.380490;1059906005.859375:1.205022;1079901123.046875:0.332223;1099896240.234375:-2.143557;1119891357.421875:-7.814665;1139886474.609375:-16.443474;1159881591.796875:-23.465235;1179876708.984375:-27.995702;1179876708.984375:-27.995702
-43.000000,600018310.546875:-32.136935;620013427.734375:-31.321843;640008544.921875:-28.508474;660003662.109375:-21.962794;679998779.296875:-12.690532;699993896.484375:-4.204818;719989013.671875:-0.010487;739984130.859375:1.159261;759979248.046875:1.501132;779974365.234375:1.554058;799969482.421875:1.591269;819964599.609375:1.259096;839959716.796875:0.497022;859954833.984375:0.166620;879949951.171875:0.780154;899945068.359375:2.129639;919940185.546875:3.325098;939935302.734375:2.802641;959930419.921875:1.777868;979925537.109375:1.822686;999920654.296875:2.419453;1019915771.484375:2.483923;1039910888.671875:2.264152;1059906005.859375:2.161132;1079901123.046875:1.363202;1099896240.234375:-1.202804;1119891357.421875:-6.960253;1139886474.609375:-15.625379;1159881591.796875:-22.694370;1179876708.984375:-27.280454;1179876708.984375:-27.280454
-42.500000,600018310.546875:-31.554275;620013427.734375:-30.632698;640008544.921875:-27.586351;660003662.109375:-20.197225;679998779.296875:-9.514094;699993896.484375:-0.506142;719989013.671875:2.942141;739984130.859375:2.860704;759979248.046875:2.594108;779974365.234375:2.562236;799969482.421875:2.603195;819964599.609375:2.275498;839959716.796875:1.517407;859954833.984375:1.190222;879949951.171875:1.697005;899945068.359375:2.323058;919940185.546875:2.181353;939935302.734375:1.239890;959930419.921875:1.038123;979925537.109375:2.228652;999920654.296875:3.338414;1019915771.484375:3.474264;1039910888.671875:3.258672;1059906005.859375:3.134603;1079901123.046875:2.208590;1099896240.234375:-0.491927;1119891357.421875:-6.135807;1139886474.609375:-14.712870;1159881591.796875:-21.810194;1179876708.984375:-26.461601;1179876708.984375:-26.461601
-42.000000,600018310.546875:-30.944245;620013427.734375:-29.967785;640008544.921875:-26.901352;660003662.109375:-20.017719;679998779.296875:-10.513631;699993896.484375:-2.013860;719989013.671875:2.116442;739984130.859375:3.229469;759979248.046875:3.542597;779974365.234375:3.596167;799969482.421875:3.647356;819964599.609375:3.335154;839959716.796875:2.590430;859954833.984375:2.272049;879949951.171875:2.880237;899945068.359375:4.187729;919940185.546875:5.330956;939935302.734375:4.824076;959930419.921875:3.826016;979925537.109375:3.883673;999920654.296875:4.487176;1019915771.484375:4.549286;1039910888.671875:4.309023;1059906005.859375:4.178586;1079901123.046875:3.397936;1099896240.234375:0.840741;1119891357.421875:-4.942182;1139886474.609375:-13.666925;1159881591.796875:-20.831600;1179876708.984375:-25.559644;1179876708.984375:-25.559644
-41.500000,600018310.546875:-30.391551;620013427.734375:-29.306655;640008544.921875:-26.006231;660003662.109375:-18.434223;679998779.296875:-8.214983;699993896.484375:-0.199285;719989013.671875:3.315682;739984130.859375:4.259587;759979248.046875:4.554466;779974365.234375:4.607322;799969482.421875:4.658769;819964599.609375:4.347374;839959716.796875:3.604788;859954833.984375:3.289125;879949951.171875:3.793986;899945068.359375:4.505850;919940185.546875:5.001839;939935302.734375:5.069503;959930419.921875:4.681692;979925537.109375:4.868227;999920654.296875:5.475615;1019915771.484375:5.543740;1039910888.671875:5.331713;1059906005.859375:5.200547;1079901123.046875:4.353489;1099896240.234375:1.794021;1119891357.421875:-3.974125;1139886474.609375:-12.718668;1159881591.796875:-19.941399;1179876708.984375:-24.753333;1179876708.984375:-24.753333
-41.000000,600018310.546875:-29.777325;620013427.734375:-28.662020;640008544.921875:-25.643024;660003662.109375:-18.879767;679998779.296875:-8.990480;699993896.484375:-0.075008;719989013.671875:4.156742;739984130.859375:5.244789;759979248.046875:5.539436;779974365.234375:5.593850;799969482.421875:5.653298;819964599.609375:5.352315;839959716.796875:4.618127;859954833.984375:4.378909;879949951.171875:5.395813;899945068.359375:7.147625;919940185.546875:7.885233;939935302.734375:6.933078;959930419.921875:5.830154;979925537.109375:5.882033;999920654.296875:6.455578;1019915771.484375:6.325948;1039910888.671875:5.906887;1059906005.859375:6.018342;1079901123.046875:5.401307;1099896240.234375:2.835940;1119891357.421875:-2.978669;1139886474.609375:-11.754700;1159881591.796875:-19.020054;1179876708.984375:-23.931133;1179876708.984375:-23.931133
-40.500000,600018310.546875:-29.181962;620013427.734375:-27.927679;640008544.921875:-24.399252;660003662.109375:-16.552852;679998779.296875:-6.001277;699993896.484375:2.262389;719989013.671875:5.574219;739984130.859375:6.305658;759979248.046875:6.554873;779974365.234375:6.607775;799969482.421875:6.662374;819964599.609375:6.361192;839959716.796875:5.631744;859954833.984375:5.327737;879949951.171875:5.828888;899945068.359375:6.507673;919940185.546875:6.875572;939935302.734375:6.809690;959930419.921875:6.539063;979925537.109375:6.846335;999920654.296875:7.479651;1019915771.484375:7.549522;1039910888.671875:7.321001;1059906005.859375:7.070634;1079901123.046875:6.088181;1099896240.234375:3.641997;1119891357.421875:-2.026347;1139886474.609375:-10.793078;1159881591.796875:-18.099572;1179876708.984375:-23.041005;1179876708.984375:-23.041005
-40.000000,600018310.546875:-28.581612;620013427.734375:-27.229548;640008544.921875:-23.574249;660003662.109375:-15.567180;679998779.296875:-4.788251;699993896.484375:3.660054;719989013.671875:6.798185;739984130.859375:7.357792;759979248.046875:7.583500;779974365.234375:7.653796;799969482.421875:7.717526;819964599.609375:7.402223;839959716.796875:6.660839;859954833.984375:6.371198;879949951.171875:6.897640;899945068.359375:7.565069;919940185.546875:7.786306;939935302.734375:7.561163;959930419.921875:7.432266;979925537.109375:7.882249;999920654.296875:8.535356;1019915771.484375:8.585872;1039910888.671875:8.332037;1059906005.859375:8.027889;1079901123.046875:7.013203;1099896240.234375:4.669279;1119891357.421875:-0.956578;1139886474.609375:-9.776763;1159881591.796875:-17.138500;1179876708.984375:-22.135484;1179876708.984375:-22.135484
-39.500000,600018310.546875:-27.940417;620013427.734375:-26.489786;640008544.921875:-22.715636;660003662.109375:-14.581881;679998779.296875:-3.619699;699993896.484375:4.971109;719989013.671875:7.970851;739984130.859375:8.401419;759979248.046875:8.603515;779974365.234375:8.677408;799969482.421875:8.742428;819964599.609375:8.421105;839959716.796875:7.673933;859954833.984375:7.384124;879949951.171875:7.907103;899945068.359375:8.540898;919940185.546875:8.602546;939935302.734375:8.212369;959930419.921875:8.243022;979925537.109375:8.846340;999920654.296875:9.525837;1019915771.484375:9.578899;1039910888.671875:9.352094;1059906005.859375:9.170895;1079901123.046875:8.278985;1099896240.234375:5.802157;1119891357.421875:0.044461;1139886474.609375:-8.818467;1159881591.796875:-16.218460;1179876708.984375:-21.278361;1179876708.984375:-21.278361
-39.000000,600018310.546875:-27.332289;620013427.734375:-25.960367;640008544.921875:-22.789521;660003662.109375:-15.807380;679998779.296875:-5.293553;699993896.484375:4.003644;719989013.671875:8.251244;739984130.859375:9.306543;759979248.046875:9.608934;779974365.234375:9.688692;799969482.421875:9.750855;819964599.609375:9.424350;839959716.796875:8.675978;859954833.984375:8.488972;879949951.171875:9.690503;899945068.359375:11.608531;919940185.546875:12.148676;939935302.734375:11.004851;959930419.921875:9.855893;979925537.109375:9.894549;999920654.296875:10.425286;1019915771.484375:10.405162;1039910888.671875:10.275137;1059906005.859375:10.264958;1079901123.046875:9.485161;1099896240.234375:6.899378;1119891357.421875:1.027011;1139886474.609375:-7.908211;1159881591.796875:-15.429489;1179876708.984375:-20.607299;1179876708.984375:-20.607299
-38.500000,600018310.546875:-26.638272;620013427.734375:-25.011941;640008544.921875:-21.057143;660003662.109375:-13.011772;679998779.296875:-2.661893;699993896.484375:5.626981;719989013.671875:9.354020;739984130.859375:10.334009;759979248.046875:10.635801;779974365.234375:10.719586;799969482.421875:10.781009;819964599.609375:10.443791;839959716.796875:9.687047;859954833.984375:9.400589;879949951.171875:9.973920;899945068.359375:10.975284;919940185.546875:11.786221;939935302.734375:11.534405;959930419.921875:10.788003;979925537.109375:10.893977;999920654.296875:11.499404;1019915771.484375:11.520838;1039910888.671875:11.117460;1059906005.859375:10.825386;1079901123.046875:10.242556;1099896240.234375:7.851929;1119891357.421875:2.007084;1139886474.609375:-6.914454;1159881591.796875:-14.381515;1179876708.984375:-19.546671;1179876708.984375:-19.546671
-38.000000,600018310.546875:-26.381105;620013427.734375:-25.320138;640008544.921875:-22.064359;660003662.109375:-14.325932;679998779.296875:-3.320856;699993896.484375:6.058299;719989013.671875:10.297164;739984130.859375:11.358576;759979248.046875:11.673868;779974365.234375:11.763342;799969482.421875:11.823128;819964599.609375:11.485584;839959716.796875:10.726944;859954833.984375:10.540978;879949951.171875:11.747472;899945068.359375:13.668520;919940185.546875:14.204749;939935302.734375:13.056513;959930419.921875:11.886977;979925537.109375:11.844420;999920654.296875:12.352388;1019915771.484375:12.517516;1039910888.671875:12.419907;1059906005.859375:12.357780;1079901123.046875:11.559818;1099896240.234375:8.949894;1119891357.421875:2.960882;1139886474.609375:-6.125622;1159881591.796875:-13.578438;1179876708.984375:-18.669270;1179876708.984375:-18.669270
-37.500000,600018310.546875:-25.364870;620013427.734375:-23.583592;640008544.921875:-19.767252;660003662.109375:-12.259107;679998779.296875:-1.907539;699993896.484375:7.136069;719989013.671875:11.314395;739984130.859375:12.373612;759979248.046875:12.693629;779974365.234375:12.790933;799969482.421875:12.853735;819964599.609375:12.507056;839959716.796875:11.737854;859954833.984375:11.524127;879949951.171875:12.584995;899945068.359375:14.350425;919940185.546875:15.034220;939935302.734375:14.024149;959930419.921875:12.890525;979925537.109375:12.941608;999920654.296875:13.514923;1019915771.484375:13.396223;1039910888.671875:13.017755;1059906005.859375:13.133633;1079901123.046875:12.520427;1099896240.234375:9.959896;1119891357.421875:4.061384;1139886474.609375:-4.900098;1159881591.796875:-12.431607;1179876708.984375:-17.759254;1179876708.984375:-17.759254
-37.000000,600018310.546875:-24.732731;620013427.734375:-22.808333;640008544.921875:-18.535994;660003662.109375:-10.446353;679998779.296875:-0.232819;699993896.484375:8.330354;719989013.671875:12.303946;739984130.859375:13.345700;759979248.046875:13.671318;779974365.234375:13.773220;799969482.421875:13.840069;819964599.609375:13.498602;839959716.796875:12.728198;859954833.984375:12.441197;879949951.171875:13.063238;899945068.359375:14.294478;919940185.546875:15.338428;939935302.734375:14.846162;959930419.921875:13.873084;979925537.109375:13.941511;999920654.296875:14.547517;1019915771.484375:14.599011;1039910888.671875:14.333227;1059906005.859375:14.174602;1079901123.046875:13.465385;1099896240.234375:10.953593;1119891357.421875:5.063940;1139886474.609375:-3.915830;1159881591.796875:-11.462425;1179876708.984375:-16.761651;1179876708.984375:-16.761651
-36.500000,600018310.546875:-24.292453;620013427.734375:-22.886715;640008544.921875:-19.302347;660003662.109375:-11.373455;679998779.296875:-0.288189;699993896.484375:9.081686;719989013.671875:13.302269;739984130.859375:14.368904;759979248.046875:14.690137;779974365.234375:14.793773;799969482.421875:14.861485;819964599.609375:14.516544;839959716.796875:13.741971;859954833.984375:13.548076;879949951.171875:14.755879;899945068.359375:16.673394;919940185.546875:17.198656;939935302.734375:16.031791;959930419.921875:14.865624;979925537.109375:14.905943;999920654.296875:15.434763;1019915771.484375:15.413344;1039910888.671875:15.315575;1059906005.859375:15.328501;1079901123.046875:14.550587;1099896240.234375:11.958826;1119891357.421875:6.044082;1139886474.609375:-3.003510;1159881591.796875:-10.703300;1179876708.984375:-16.138718;1179876708.984375:-16.138718
-36.000000,600018310.546875:-23.349555;620013427.734375:-21.236121;640008544.921875:-16.872635;660003662.109375:-8.873488;679998779.296875:1.359940;699993896.484375:10.182598;719989013.671875:14.323562;739984130.859375:15.394156;759979248.046875:15.718022;779974365.234375:15.823384;799969482.421875:15.899711;819964599.609375:15.565910;839959716.796875:14.792837;859954833.984375:14.535538;879949951.171875:15.351366;899945068.359375:16.846069;919940185.546875:17.789522;939935302.734375:17.026385;959930419.921875:15.931129;979925537.109375:15.986567;999920654.296875:16.582367;1019915771.484375:16.548771;1039910888.671875:16.264197;1059906005.859375:16.308035;1079901123.046875:15.616965;1099896240.234375:13.040175;1119891357.421875:7.121755;1139886474.609375:-1.891873;1159881591.796875:-9.493602;1179876708.984375:-14.916169;1179876708.984375:-14.916169
-35.500000,600018310.546875:-22.657212;620013427.734375:-20.418286;640008544.921875:-15.801919;660003662.109375:-7.402592;679998779.296875:2.979914;699993896.484375:11.482952;719989013.671875:15.396513;739984130.859375:16.425124;759979248.046875:16.731627;779974365.234375:16.833482;799969482.421875:16.919526;819964599.609375:16.592880;839959716.796875:15.821788;859954833.984375:15.528496;879949951.171875:16.144114;899945068.359375:17.327087;919940185.546875:18.307075;939935302.734375:17.831829;959930419.921875:16.885823;979925537.109375:16.965566;999920654.296875:17.582230;1019915771.484375:17.630445;1039910888.671875:17.327783;1059906005.859375:17.132628;1079901123.046875:16.467590;1099896240.234375:13.997124;1119891357.421875:8.098430;1139886474.609375:-0.927591;1159881591.796875:-8.544811;1179876708.984375:-13.967781;1179876708.984375:-13.967781
-35.000000,600018310.546875:-21.959285;620013427.734375:-19.626684;640008544.921875:-14.943501;660003662.109375:-6.606503;679998779.296875:3.671836;699993896.484375:12.303618;719989013.671875:16.333010;739984130.859375:17.375444;759979248.046875:17.668645;779974365.234375:17.752142;799969482.421875:17.837425;819964599.609375:17.536654;839959716.796875:16.788857;859954833.984375:16.502566;879949951.171875:17.127860;899945068.359375:18.382869;919940185.546875:19.441035;939935302.734375:18.871709;959930419.921875:17.837896;979925537.109375:17.911991;999920654.296875:18.553977;1019915771.484375:18.648318;1039910888.671875:18.440795;1059906005.859375:18.314906;1079901123.046875:17.535148;1099896240.234375:14.964324;1119891357.421875:9.043834;1139886474.609375:0.009993;1159881591.796875:-7.619229;1179876708.984375:-13.069025;1179876708.984375:-13.069025
-34.500000,600018310.546875:-21.267081;620013427.734375:-18.861167;640008544.921875:-14.359396;660003662.109375:-6.331025;679998779.296875:4.209003;699993896.484375:13.215611;719989013.671875:17.362310;739984130.859375:18.404688;759979248.046875:18.686359;779974365.234375:18.767360;799969482.421875:18.856431;819964599.609375:18.561478;839959716.796875:17.818761;859954833.984375:17.599634;879949951.171875:18.622430;899945068.359375:20.327926;919940185.546875:20.999313;939935302.734375:19.975999;959930419.921875:18.824497;979925537.109375:18.892517;999920654.296875:19.504429;1019915771.484375:19.398725;1039910888.671875:19.012034;1059906005.859375:19.145271;1079901123.046875:18.527296;1099896240.234375:15.952151;1119891357.421875:10.021771;1139886474.609375:0.980357;1159881591.796875:-6.666421;1179876708.984375:-12.226791;1179876708.984375:-12.226791
-34.000000,600018310.546875:-20.542844;620013427.734375:-18.034815;640008544.921875:-13.396618;660003662.109375:-5.256877;679998779.296875:5.283743;699993896.484375:14.259996;719989013.671875:18.393332;739984130.859375:19.427242;759979248.046875:19.702763;779974365.234375:19.784556;799969482.421875:19.883378;819964599.609375:19.609142;839959716.796875:18.887433;859954833.984375:18.666951;879949951.171875:19.650389;899945068.359375:21.314719;919940185.546875:22.022841;939935302.734375:21.039308;959930419.921875:19.896806;979925537.109375:19.970433;999920654.296875:20.584301;1019915771.484375:20.451278;1039910888.671875:20.032463;1059906005.859375:20.198742;1079901123.046875:19.610034;1099896240.234375:17.039469;1119891357.421875:11.103696;1139886474.609375:2.041610;1159881591.796875:-5.633827;1179876708.984375:-11.247857;1179876708.984375:-11.247857
-33.500000,600018310.546875:-19.798882;620013427.734375:-17.179888;640008544.921875:-12.349668;660003662.109375:-4.026762;679998779.296875:6.464746;699993896.484375:15.346173;719989013.671875:19.439586;739984130.859375:20.454701;759979248.046875:20.719721;779974365.234375:20.798405;799969482.421875:20.897790;819964599.609375:20.626971;839959716.796875:19.913505;859954833.984375:19.675016;879949951.171875:20.544158;899945068.359375:22.088234;919940185.546875:22.894507;939935302.734375:22.008022;959930419.921875:20.883002;979925537.109375:20.961566;999920654.296875:21.587993;1019915771.484375:21.517732;1039910888.671875:21.166287;1059906005.859375:21.264236;1079901123.046875:20.610554;1099896240.234375:18.026005;1119891357.421875:12.083987;1139886474.609375:3.012181;1159881591.796875:-4.674990;1179876708.984375:-10.285533;1179876708.984375:-10.285533
-33.000000,600018310.546875:-19.034597;620013427.734375:-16.333141;640008544.921875:-11.494779;660003662.109375:-3.194925;679998779.296875:7.396642;699993896.484375:16.346301;719989013.671875:20.436365;739984130.859375:21.438018;759979248.046875:21.696323;779974365.234375:21.775767;799969482.421875:21.882498;819964599.609375:21.623432;839959716.796875:20.919937;859954833.984375:20.700433;879949951.171875:21.643520;899945068.359375:23.266849;919940185.546875:23.991366;939935302.734375:23.032610;959930419.921875:21.899780;979925537.109375:21.982272;999920654.296875:22.597498;1019915771.484375:22.457253;1039910888.671875:22.034276;1059906005.859375:22.206381;1079901123.046875:21.623022;1099896240.234375:19.049728;1119891357.421875:13.101891;1139886474.609375:4.017241;1159881591.796875:-3.688885;1179876708.984375:-9.360331;1179876708.984375:-9.360331
-32.500000,600018310.546875:-18.290001;620013427.734375:-15.445904;640008544.921875:-10.159516;660003662.109375:-0.806302;679998779.296875:10.869917;699993896.484375:19.791811;719989013.671875:22.789461;739984130.859375:22.823782;759979248.046875:22.746252;779974365.234375:22.786148;799969482.421875:22.894297;819964599.609375:22.636610;839959716.796875:21.934383;859954833.984375:21.652698;879949951.171875:22.135966;899945068.359375:22.668556;919940185.546875:22.470661;939935302.734375:21.716642;959930419.921875:21.754727;979925537.109375:22.701312;999920654.296875:23.603331;1019915771.484375:23.733993;1039910888.671875:23.568685;1059906005.859375:23.453636;1079901123.046875:22.482462;1099896240.234375:19.725320;1119891357.421875:13.921161;1139886474.609375:4.967925;1159881591.796875:-2.710833;1179876708.984375:-8.291919;1179876708.984375:-8.291919
-32.000000,600018310.546875:-17.466481;620013427.734375:-14.548196;640008544.921875:-9.194331;660003662.109375:0.081823;679998779.296875:11.101642;699993896.484375:19.177767;719989013.671875:22.600102;739984130.859375:23.478475;759979248.046875:23.725053;779974365.234375:23.803011;799969482.421875:23.916035;819964599.609375:23.671248;839959716.796875:22.981852;859954833.984375:22.705223;879949951.171875:23.203319;899945068.359375:23.900165;919940185.546875:24.400959;939935302.734375:24.378504;959930419.921875:23.872279;979925537.109375:24.053455;999920654.296875:24.709609;1019915771.484375:24.815652;1039910888.671875:24.625065;1059906005.859375:24.503757;1079901123.046875:23.704133;1099896240.234375:21.119313;1119891357.421875:15.170177;1139886474.609375:6.070398;1159881591.796875:-1.643926;1179876708.984375:-7.243846;1179876708.984375:-7.243846
-31.500000,600018310.546875:-16.671075;620013427.734375:-13.683734;640008544.921875:-8.550668;660003662.109375:-0.027570;679998779.296875:10.632667;699993896.484375:19.524569;719989013.671875:23.545798;739984130.859375:24.506389;759979248.046875:24.738957;779974365.234375:24.809788;799969482.421875:24.921949;819964599.609375:24.680474;839959716.796875:23.989891;859954833.984375:23.763168;879949951.171875:24.678928;899945068.359375:26.272568;919940185.546875:27.007342;939935302.734375:26.066869;959930419.921875:24.947575;979925537.109375:25.033336;999920654.296875:25.649410;1019915771.484375:25.532368;1039910888.671875:25.133152;1059906005.859375:25.282424;1079901123.046875:24.679947;1099896240.234375:22.105255;1119891357.421875:16.144230;1139886474.609375:7.037196;1159881591.796875:-0.693941;1179876708.984375:-6.417034;1179876708.984375:-6.417034
-31.000000,600018310.546875:-16.173537;620013427.734375:-13.170946;640008544.921875:-7.786692;660003662.109375:1.225607;679998779.296875:11.923446;699993896.484375:20.343332;719989013.671875:24.087396;739984130.859375:25.014871;759979248.046875:25.257232;779974365.234375:25.335073;799969482.421875:25.454710;819964599.609375:25.220289;839959716.796875:24.534028;859954833.984375:24.252894;879949951.171875:24.811347;899945068.359375:25.896195;919940185.546875:26.802479;939935302.734375:26.345283;959930419.921875:25.432457;979925537.109375:25.541755;999920654.296875:26.189925;1019915771.484375:26.267387;1039910888.671875:25.954849;1059906005.859375:25.707098;1079901123.046875:25.039087;1099896240.234375:22.581102;1119891357.421875:16.653685;1139886474.609375:7.552232;1159881591.796875:-0.168275;1179876708.984375:-5.785782;1179876708.984375:-5.785782
-30.500000,600018310.546875:-15.992759;620013427.734375:-13.722103;640008544.921875:-9.195510;660003662.109375:-0.413368;679998779.296875:11.115801;699993896.484375:20.468844;719989013.671875:24.560057;739984130.859375:25.524743;759979248.046875:25.760964;779974365.234375:25.832080;799969482.421875:25.948269;819964599.609375:25.714157;839959716.796875:25.027855;859954833.984375:24.842867;879949951.171875:25.999754;899945068.359375:27.844510;919940185.546875:28.311688;939935302.734375:27.117021;959930419.921875:25.949316;979925537.109375:26.019813;999920654.296875:26.593973;1019915771.484375:26.620406;1039910888.671875:26.542534;1059906005.859375:26.529266;1079901123.046875:25.709268;1099896240.234375:23.094297;1119891357.421875:17.129533;1139886474.609375:7.979354;1159881591.796875:0.142731;1179876708.984375:-5.546475;1179876708.984375:-5.546475
-30.000000,600018310.546875:-15.117030;620013427.734375:-12.091293;640008544.921875:-6.622113;660003662.109375:2.771477;679998779.296875:13.936561;699993896.484375:22.058721;719989013.671875:25.313175;739984130.859375:26.054608;759979248.046875:26.251787;779974365.234375:26.317410;799969482.421875:26.445121;819964599.609375:26.225809;839959716.796875:25.548900;859954833.984375:25.259942;879949951.171875:25.720981;899945068.359375:26.335994;919940185.546875:26.722071;939935302.734375:26.706559;959930419.921875:26.327911;979925537.109375:26.580485;999920654.296875:27.241678;1019915771.484375:27.354138;1039910888.671875:27.193380;1059906005.859375:27.044026;1079901123.046875:26.133396;1099896240.234375:23.563191;1119891357.421875:17.667997;1139886474.609375:8.592850;1159881591.796875:0.880183;1179876708.984375:-4.742791;1179876708.984375:-4.742791
-29.500000,600018310.546875:-14.577334;620013427.734375:-11.613818;640008544.921875:-6.635625;660003662.109375:1.723869;679998779.296875:12.534199;699993896.484375:21.563092;719989013.671875:25.602701;739984130.859375:26.548616;759979248.046875:26.757873;779974365.234375:26.819616;799969482.421875:26.943921;819964599.609375:26.722388;839959716.796875:26.045084;859954833.984375:25.836931;879949951.171875:26.880757;899945068.359375:28.616590;919940185.546875:29.203304;939935302.734375:28.134704;959930419.921875:27.003759;979925537.109375:27.091413;999920654.296875:27.718521;1019915771.484375:27.697032;1039910888.671875:27.405229;1059906005.859375:27.456977;1079901123.046875:26.742099;1099896240.234375:24.132385;1119891357.421875:18.181741;1139886474.609375:9.101659;1159881591.796875:1.385969;1179876708.984375:-4.302476;1179876708.984375:-4.302476
