"setpoint_db","freq_hz:measured_gain_db"
-66.500000,855026092.529297:-13.509107;865019531.250000:-12.969132;875012969.970703:-12.707686;885006408.691406:-12.586818;894999847.412109:-12.533428;904993286.132812:-12.520788;914986724.853516:-12.531852;924980163.574219:-12.548468;934973602.294922:-12.556323;944967041.015625:-12.552258;954960479.736328:-12.543530;964953918.457031:-12.540294;974947357.177734:-12.551205;984940795.898438:-12.583569;994934234.619141:-12.647270;1004927673.339844:-12.755547;1014921112.060547:-12.918649;1024914550.781250:-13.130907;1034907989.501953:-13.360234;1044901428.222656:-13.560927;1054894866.943359:-13.685815;1064888305.664062:-13.701251;1074881744.384766:-13.607598;1084875183.105469:-13.446110;1094868621.826172:-13.277228;1104862060.546875:-13.155016;1114855499.267578:-13.113361;1124848937.988281:-13.157388;1134842376.708984:-13.261113;1144835815.429688:-13.389273;1154829254.150391:-13.510425;1164822692.871094:-13.600916;1174816131.591797:-13.648968;1184809570.312500:-13.659184;1194803009.033203:-13.649790;1204796447.753906:-13.644609;1214789886.474609:-13.663516;1224783325.195312:-13.717798;1234776763.916016:-13.807389;1244770202.636719:-13.927547;1254763641.357422:-14.063150;1264757080.078125:-14.188247;1274750518.798828:-14.282623;1284743957.519531:-14.343403;1294737396.240234:-14.373026;1304730834.960938:-14.369817;1314724273.681641:-14.337468;1324717712.402344:-14.296361;1334711151.123047:-14.276594;1344704589.843750:-14.306813;1354698028.564453:-14.396419;1364691467.285156:-14.529702;1374684906.005859:-14.675536;1384678344.726562:-14.804813;1394671783.447266:-14.905534;1404665222.167969:-14.991085;1414658660.888672:-15.093663;1424652099.609375:-15.245074;1434645538.330078:-15.454670;1444638977.050781:-15.706210;1454632415.771484:-15.954470;1464625854.492188:-16.137551;1474619293.212891:-16.215905;1484612731.933594:-16.202402;1494606170.654297:-16.140987;1504599609.375000:-16.067776;1514593048.095703:-16.000148;1524586486.816406:-15.948595;1534579925.537109:-15.918946;1544573364.257812:-15.914812;1554566802.978516:-15.932678;1564560241.699219:-15.964119;1574553680.419922:-16.002322;1584547119.140625:-16.046024;1594540557.861328:-16.099875;1604533996.582031:-16.184123;1614527435.302734:-16.363379
-66.000000,855026092.529297:-12.998447;865019531.250000:-12.460568;875012969.970703:-12.200638;885006408.691406:-12.080628;894999847.412109:-12.027334;904993286.132812:-12.014533;914986724.853516:-12.025963;924980163.574219:-12.043527;934973602.294922:-12.052086;944967041.015625:-12.047996;954960479.736328:-12.039452;964953918.457031:-12.038114;974947357.177734:-12.052758;984940795.898438:-12.089355;994934234.619141:-12.156214;1004927673.339844:-12.266125;1014921112.060547:-12.429931;1024914550.781250:-12.640906;1034907989.501953:-12.872122;1044901428.222656:-13.080065;1054894866.943359:-13.231706;1064888305.664062:-13.294491;1074881744.384766:-13.234967;1084875183.105469:-13.059322;1094868621.826172:-12.841749;1104862060.546875:-12.675857;1114855499.267578:-12.611438;1124848937.988281:-12.643555;1134842376.708984:-12.741389;1144835815.429688:-12.863430;1154829254.150391:-12.979488;1164822692.871094:-13.067442;1174816131.591797:-13.116265;1184809570.312500:-13.130017;1194803009.033203:-13.125514;1204796447.753906:-13.124708;1214789886.474609:-13.145713;1224783325.195312:-13.197163;1234776763.916016:-13.284570;1244770202.636719:-13.407089;1254763641.357422:-13.565168;1264757080.078125:-13.735179;1274750518.798828:-13.864526;1284743957.519531:-13.914906;1294737396.240234:-13.900722;1304730834.960938:-13.858315;1314724273.681641:-13.808043;1324717712.402344:-13.761377;1334711151.123047:-13.743435;1344704589.843750:-13.775981;1354698028.564453:-13.869174;1364691467.285156:-14.007942;1374684906.005859:-14.160783;1384678344.726562:-14.297590;1394671783.447266:-14.405176;1404665222.167969:-14.495751;1414658660.888672:-14.601354;1424652099.609375:-14.752391;1434645538.330078:-14.963018;1444638977.050781:-15.218365;1454632415.771484:-15.487333;1464625854.492188:-15.713009;1474619293.212891:-15.827989;1484612731.933594:-15.810581;1494606170.654297:-15.712225;1504599609.375000:-15.602607;1514593048.095703:-15.514952;1524586486.816406:-15.452937;1534579925.537109:-15.420026;1544573364.257812:-15.413978;1554566802.978516:-15.430979;1564560241.699219:-15.461747;1574553680.419922:-15.498503;1584547119.140625:-15.539756;1594540557.861328:-15.590951;1604533996.582031:-15.673567;1614527435.302734:-15.852748
-65.500000,855026092.529297:-12.476212;865019531.250000:-11.934590;875012969.970703:-11.672496;885006408.691406:-11.551476;894999847.412109:-11.498396;904993286.132812:-11.486398;914986724.853516:-11.498233;924980163.574219:-11.515827;934973602.294922:-11.524609;944967041.015625:-11.520369;954960479.736328:-11.509314;964953918.457031:-11.501539;974947357.177734:-11.506171;984940795.898438:-11.531803;994934234.619141:-11.589956;1004927673.339844:-11.694789;1014921112.060547:-11.855752;1024914550.781250:-12.063924;1034907989.501953:-12.306216;1044901428.222656:-12.555003;1054894866.943359:-12.803638;1064888305.664062:-12.995872;1074881744.384766:-13.010072;1084875183.105469:-12.794621;1094868621.826172:-12.475903;1104862060.546875:-12.233202;1114855499.267578:-12.141403;1124848937.988281:-12.172409;1134842376.708984:-12.281519;1144835815.429688:-12.411927;1154829254.150391:-12.531371;1164822692.871094:-12.615749;1174816131.591797:-12.653623;1184809570.312500:-12.651487;1194803009.033203:-12.630566;1204796447.753906:-12.616942;1214789886.474609:-12.631091;1224783325.195312:-12.681175;1234776763.916016:-12.783505;1244770202.636719:-12.948000;1254763641.357422:-13.199102;1264757080.078125:-13.490826;1274750518.798828:-13.684297;1284743957.519531:-13.684089;1294737396.240234:-13.556158;1304730834.960938:-13.421009;1314724273.681641:-13.322901;1324717712.402344:-13.251005;1334711151.123047:-13.219246;1344704589.843750:-13.237111;1354698028.564453:-13.315238;1364691467.285156:-13.438721;1374684906.005859:-13.576563;1384678344.726562:-13.699837;1394671783.447266:-13.797253;1404665222.167969:-13.881818;1414658660.888672:-13.984595;1424652099.609375:-14.134232;1434645538.330078:-14.358008;1444638977.050781:-14.655111;1454632415.771484:-15.018782;1464625854.492188:-15.366972;1474619293.212891:-15.544445;1484612731.933594:-15.474549;1494606170.654297:-15.265027;1504599609.375000:-15.073104;1514593048.095703:-14.955312;1524586486.816406:-14.889002;1534579925.537109:-14.862077;1544573364.257812:-14.858301;1554566802.978516:-14.875658;1564560241.699219:-14.907465;1574553680.419922:-14.947277;1584547119.140625:-14.992673;1594540557.861328:-15.047039;1604533996.582031:-15.130327;1614527435.302734:-15.307674
-65.000000,855026092.529297:-11.973084;865019531.250000:-11.432448;875012969.970703:-11.170567;885006408.691406:-11.049764;894999847.412109:-10.996976;904993286.132812:-10.984996;914986724.853516:-10.996417;924980163.574219:-11.013401;934973602.294922:-11.022143;944967041.015625:-11.019267;954960479.736328:-11.011080;964953918.457031:-11.006594;974947357.177734:-11.013955;984940795.898438:-11.041371;994934234.619141:-11.100329;1004927673.339844:-11.205421;1014921112.060547:-11.367258;1024914550.781250:-11.588544;1034907989.501953:-11.845925;1044901428.222656:-12.108787;1054894866.943359:-12.314405;1064888305.664062:-12.374483;1074881744.384766:-12.254162;1084875183.105469:-12.027291;1094868621.826172:-11.807317;1104862060.546875:-11.664272;1114855499.267578:-11.618488;1124848937.988281:-11.666519;1134842376.708984:-11.772499;1144835815.429688:-11.899448;1154829254.150391:-12.014631;1164822692.871094:-12.094445;1174816131.591797:-12.129279;1184809570.312500:-12.127062;1194803009.033203:-12.108926;1204796447.753906:-12.099474;1214789886.474609:-12.116871;1224783325.195312:-12.178700;1234776763.916016:-12.292318;1244770202.636719:-12.467956;1254763641.357422:-12.676006;1264757080.078125:-12.837371;1274750518.798828:-12.897396;1284743957.519531:-12.885330;1294737396.240234:-12.855508;1304730834.960938:-12.821076;1314724273.681641:-12.771927;1324717712.402344:-12.721440;1334711151.123047:-12.692226;1344704589.843750:-12.713921;1354698028.564453:-12.796453;1364691467.285156:-12.923656;1374684906.005859:-13.064272;1384678344.726562:-13.190844;1394671783.447266:-13.293065;1404665222.167969:-13.383553;1414658660.888672:-13.491667;1424652099.609375:-13.656023;1434645538.330078:-13.894799;1444638977.050781:-14.207531;1454632415.771484:-14.533531;1464625854.492188:-14.756661;1474619293.212891:-14.804100;1484612731.933594:-14.723513;1494606170.654297:-14.611586;1504599609.375000:-14.517894;1514593048.095703:-14.444617;1524586486.816406:-14.394581;1534579925.537109:-14.365541;1544573364.257812:-14.361069;1554566802.978516:-14.377941;1564560241.699219:-14.408188;1574553680.419922:-14.445045;1584547119.140625:-14.486751;1594540557.861328:-14.537804;1604533996.582031:-14.619252;1614527435.302734:-14.796952
-64.500000,855026092.529297:-11.495615;865019531.250000:-10.954794;875012969.970703:-10.693014;885006408.691406:-10.572394;894999847.412109:-10.519815;904993286.132812:-10.507817;914986724.853516:-10.518978;924980163.574219:-10.535565;934973602.294922:-10.543848;944967041.015625:-10.540606;954960479.736328:-10.532656;964953918.457031:-10.529370;974947357.177734:-10.538448;984940795.898438:-10.567324;994934234.619141:-10.627341;1004927673.339844:-10.733020;1014921112.060547:-10.894763;1024914550.781250:-11.104310;1034907989.501953:-11.332689;1044901428.222656:-11.535565;1054894866.943359:-11.678343;1064888305.664062:-11.731661;1074881744.384766:-11.671068;1084875183.105469:-11.507440;1094868621.826172:-11.308280;1104862060.546875:-11.157745;1114855499.267578:-11.103368;1124848937.988281:-11.142875;1134842376.708984:-11.246320;1144835815.429688:-11.372113;1154829254.150391:-11.488296;1164822692.871094:-11.572120;1174816131.591797:-11.613480;1184809570.312500:-11.618443;1194803009.033203:-11.605833;1204796447.753906:-11.598531;1214789886.474609:-11.614671;1224783325.195312:-11.663042;1234776763.916016:-11.747486;1244770202.636719:-11.864690;1254763641.357422:-12.011950;1264757080.078125:-12.169035;1274750518.798828:-12.293372;1284743957.519531:-12.352138;1294737396.240234:-12.352832;1304730834.960938:-12.321574;1314724273.681641:-12.275072;1324717712.402344:-12.226982;1334711151.123047:-12.204475;1344704589.843750:-12.231225;1354698028.564453:-12.317468;1364691467.285156:-12.448396;1374684906.005859:-12.593572;1384678344.726562:-12.724093;1394671783.447266:-12.827756;1404665222.167969:-12.917144;1414658660.888672:-13.023758;1424652099.609375:-13.176386;1434645538.330078:-13.386138;1444638977.050781:-13.636710;1454632415.771484:-13.896082;1464625854.492188:-14.110321;1474619293.212891:-14.220077;1484612731.933594:-14.209060;1494606170.654297:-14.124079;1504599609.375000:-14.026574;1514593048.095703:-13.946762;1524586486.816406:-13.889648;1534579925.537109:-13.858749;1544573364.257812:-13.852562;1554566802.978516:-13.867996;1564560241.699219:-13.897153;1574553680.419922:-13.933399;1584547119.140625:-13.975538;1594540557.861328:-14.028532;1604533996.582031:-14.112637;1614527435.302734:-14.292357
-64.000000,855026092.529297:-10.989701;865019531.250000:-10.450920;875012969.970703:-10.189936;885006408.691406:-10.068929;894999847.412109:-10.015277;904993286.132812:-10.002722;914986724.853516:-10.014582;924980163.574219:-10.032609;934973602.294922:-10.042123;944967041.015625:-10.039325;954960479.736328:-10.031573;964953918.457031:-10.029694;974947357.177734:-10.042466;984940795.898438:-10.076377;994934234.619141:-10.140832;1004927673.339844:-10.249571;1014921112.060547:-10.413699;1024914550.781250:-10.625451;1034907989.501953:-10.876024;1044901428.222656:-11.140382;1054894866.943359:-11.418728;1064888305.664062:-11.645026;1074881744.384766:-11.666760;1084875183.105469:-11.414494;1094868621.826172:-11.037450;1104862060.546875:-10.747621;1114855499.267578:-10.627922;1124848937.988281:-10.640592;1134842376.708984:-10.736679;1144835815.429688:-10.856050;1154829254.150391:-10.967713;1164822692.871094:-11.048326;1174816131.591797:-11.087621;1184809570.312500:-11.092567;1194803009.033203:-11.082193;1204796447.753906:-11.077947;1214789886.474609:-11.096834;1224783325.195312:-11.147382;1234776763.916016:-11.254001;1244770202.636719:-11.433767;1254763641.357422:-11.718990;1264757080.078125:-12.052041;1274750518.798828:-12.260509;1284743957.519531:-12.230229;1294737396.240234:-12.050934;1304730834.960938:-11.878572;1314724273.681641:-11.767533;1324717712.402344:-11.696913;1334711151.123047:-11.674165;1344704589.843750:-11.703206;1354698028.564453:-11.794150;1364691467.285156:-11.931482;1374684906.005859:-12.083716;1384678344.726562:-12.221158;1394671783.447266:-12.330774;1404665222.167969:-12.424396;1414658660.888672:-12.533416;1424652099.609375:-12.687541;1434645538.330078:-12.919134;1444638977.050781:-13.231776;1454632415.771484:-13.627473;1464625854.492188:-14.015928;1474619293.212891:-14.210320;1484612731.933594:-14.113921;1494606170.654297:-13.854491;1504599609.375000:-13.620950;1514593048.095703:-13.479365;1524586486.816406:-13.399889;1534579925.537109:-13.366461;1544573364.257812:-13.357376;1554566802.978516:-13.369444;1564560241.699219:-13.395403;1574553680.419922:-13.429536;1584547119.140625:-13.470854;1594540557.861328:-13.523459;1604533996.582031:-13.606920;1614527435.302734:-13.785802
-63.500000,855026092.529297:-10.594724;865019531.250000:-10.051452;875012969.970703:-9.786989;885006408.691406:-9.662500;894999847.412109:-9.604862;904993286.132812:-9.588025;914986724.853516:-9.595735;924980163.574219:-9.610481;934973602.294922:-9.618046;944967041.015625:-9.614533;954960479.736328:-9.606002;964953918.457031:-9.601849;974947357.177734:-9.610667;984940795.898438:-9.640195;994934234.619141:-9.700700;1004927673.339844:-9.805692;1014921112.060547:-9.965435;1024914550.781250:-10.172573;1034907989.501953:-10.416664;1044901428.222656:-10.671112;1054894866.943359:-10.932087;1064888305.664062:-11.139246;1074881744.384766:-11.156957;1084875183.105469:-10.925350;1094868621.826172:-10.581675;1104862060.546875:-10.320728;1114855499.267578:-10.220636;1124848937.988281:-10.248134;1134842376.708984:-10.356162;1144835815.429688:-10.486044;1154829254.150391:-10.605327;1164822692.871094:-10.689586;1174816131.591797:-10.728253;1184809570.312500:-10.729095;1194803009.033203:-10.712672;1204796447.753906:-10.702935;1214789886.474609:-10.718976;1224783325.195312:-10.769184;1234776763.916016:-10.873636;1244770202.636719:-11.046066;1254763641.357422:-11.315602;1264757080.078125:-11.630346;1274750518.798828:-11.833951;1284743957.519531:-11.821418;1294737396.240234:-11.670935;1304730834.960938:-11.521230;1314724273.681641:-11.421537;1324717712.402344:-11.355364;1334711151.123047:-11.332158;1344704589.843750:-11.357523;1354698028.564453:-11.442210;1364691467.285156:-11.572093;1374684906.005859:-11.716675;1384678344.726562:-11.846494;1394671783.447266:-11.948778;1404665222.167969:-12.035944;1414658660.888672:-12.139587;1424652099.609375:-12.289513;1434645538.330078:-12.516528;1444638977.050781:-12.822704;1454632415.771484:-13.206448;1464625854.492188:-13.579863;1474619293.212891:-13.767830;1484612731.933594:-13.681572;1494606170.654297:-13.441799;1504599609.375000:-13.225517;1514593048.095703:-13.094711;1524586486.816406:-13.021777;1534579925.537109:-12.992143;1544573364.257812:-12.986533;1554566802.978516:-13.002364;1564560241.699219:-13.031955;1574553680.419922:-13.068586;1584547119.140625:-13.110466;1594540557.861328:-13.161828;1604533996.582031:-13.243603;1614527435.302734:-13.422229
-63.000000,855026092.529297:-10.078808;865019531.250000:-9.548923;875012969.970703:-9.300889;885006408.691406:-9.191675;894999847.412109:-9.144846;904993286.132812:-9.133032;914986724.853516:-9.139844;924980163.574219:-9.148293;934973602.294922:-9.145554;944967041.015625:-9.129819;954960479.736328:-9.109737;964953918.457031:-9.097501;974947357.177734:-9.103517;984940795.898438:-9.136171;994934234.619141:-9.205369;1004927673.339844:-9.322933;1014921112.060547:-9.496760;1024914550.781250:-9.717184;1034907989.501953:-9.953593;1044901428.222656:-10.159357;1054894866.943359:-10.296827;1064888305.664062:-10.337028;1074881744.384766:-10.262089;1084875183.105469:-10.090143;1094868621.826172:-9.888610;1104862060.546875:-9.736313;1114855499.267578:-9.677466;1124848937.988281:-9.710620;1134842376.708984:-9.808923;1144835815.429688:-9.934799;1154829254.150391:-10.059088;1164822692.871094:-10.159471;1174816131.591797:-10.222784;1184809570.312500:-10.249309;1194803009.033203:-10.254189;1204796447.753906:-10.261592;1214789886.474609:-10.292554;1224783325.195312:-10.355483;1234776763.916016:-10.450440;1244770202.636719:-10.571164;1254763641.357422:-10.714129;1264757080.078125:-10.861689;1274750518.798828:-10.976335;1284743957.519531:-11.028099;1294737396.240234:-11.021982;1304730834.960938:-10.981198;1314724273.681641:-10.923662;1324717712.402344:-10.866109;1334711151.123047:-10.836578;1344704589.843750:-10.859252;1354698028.564453:-10.944646;1364691467.285156:-11.078952;1374684906.005859:-11.231313;1384678344.726562:-11.370420;1394671783.447266:-11.481437;1404665222.167969:-11.576643;1414658660.888672:-11.688694;1424652099.609375:-11.846990;1434645538.330078:-12.060783;1444638977.050781:-12.311461;1454632415.771484:-12.564828;1464625854.492188:-12.769859;1474619293.212891:-12.875160;1484612731.933594:-12.869447;1494606170.654297:-12.795487;1504599609.375000:-12.706902;1514593048.095703:-12.630522;1524586486.816406:-12.572609;1534579925.537109:-12.538736;1544573364.257812:-12.529608;1554566802.978516:-12.542539;1564560241.699219:-12.569557;1574553680.419922:-12.604075;1584547119.140625:-12.645493;1594540557.861328:-12.698998;1604533996.582031:-12.784276;1614527435.302734:-12.965203
-62.500000,855026092.529297:-9.608809;865019531.250000:-9.076369;875012969.970703:-8.825516;885006408.691406:-8.713707;894999847.412109:-8.664723;904993286.132812:-8.651465;914986724.853516:-8.657629;924980163.574219:-8.665678;934973602.294922:-8.662424;944967041.015625:-8.646616;954960479.736328:-8.627876;964953918.457031:-8.618631;974947357.177734:-8.628248;984940795.898438:-8.663600;994934234.619141:-8.733834;1004927673.339844:-8.851094;1014921112.060547:-9.024292;1024914550.781250:-9.270983;1034907989.501953:-9.581659;1044901428.222656:-9.950694;1054894866.943359:-10.284477;1064888305.664062:-10.392461;1074881744.384766:-10.178245;1084875183.105469:-9.786464;1094868621.826172:-9.437653;1104862060.546875:-9.230174;1114855499.267578:-9.152926;1124848937.988281:-9.185701;1134842376.708984:-9.280094;1144835815.429688:-9.404331;1154829254.150391:-9.530257;1164822692.871094:-9.635513;1174816131.591797:-9.705607;1184809570.312500:-9.738707;1194803009.033203:-9.747759;1204796447.753906:-9.756047;1214789886.474609:-9.785698;1224783325.195312:-9.873545;1234776763.916016:-10.042419;1244770202.636719:-10.327613;1254763641.357422:-10.669825;1264757080.078125:-10.889870;1274750518.798828:-10.871128;1284743957.519531:-10.709174;1294737396.240234:-10.562339;1304730834.960938:-10.474811;1314724273.681641:-10.409979;1324717712.402344:-10.364405;1334711151.123047:-10.342330;1344704589.843750:-10.371465;1354698028.564453:-10.462938;1364691467.285156:-10.603375;1374684906.005859:-10.761438;1384678344.726562:-10.904783;1394671783.447266:-11.017888;1404665222.167969:-11.112943;1414658660.888672:-11.223464;1424652099.609375:-11.405867;1434645538.330078:-11.691492;1444638977.050781:-12.103410;1454632415.771484:-12.553190;1464625854.492188:-12.829862;1474619293.212891:-12.802115;1484612731.933594:-12.580741;1494606170.654297:-12.359661;1504599609.375000:-12.214694;1514593048.095703:-12.120560;1524586486.816406:-12.064472;1534579925.537109:-12.029156;1544573364.257812:-12.018943;1554566802.978516:-12.030894;1564560241.699219:-12.056980;1574553680.419922:-12.090703;1584547119.140625:-12.131637;1594540557.861328:-12.185150;1604533996.582031:-12.270845;1614527435.302734:-12.452261
-62.000000,855026092.529297:-9.098670;865019531.250000:-8.568784;875012969.970703:-8.320041;885006408.691406:-8.209565;894999847.412109:-8.160692;904993286.132812:-8.146594;914986724.853516:-8.151976;924980163.574219:-8.160089;934973602.294922:-8.157590;944967041.015625:-8.143065;954960479.736328:-8.126411;964953918.457031:-8.120321;974947357.177734:-8.133932;984940795.898438:-8.173073;994934234.619141:-8.245981;1004927673.339844:-8.364953;1014921112.060547:-8.539658;1024914550.781250:-8.774395;1034907989.501953:-9.045900;1044901428.222656:-9.324371;1054894866.943359:-9.540181;1064888305.664062:-9.588885;1074881744.384766:-9.428308;1084875183.105469:-9.148275;1094868621.826172:-8.883866;1104862060.546875:-8.710674;1114855499.267578:-8.642142;1124848937.988281:-8.671119;1134842376.708984:-8.761942;1144835815.429688:-8.882416;1154829254.150391:-9.004357;1164822692.871094:-9.106065;1174816131.591797:-9.174117;1184809570.312500:-9.207698;1194803009.033203:-9.219641;1204796447.753906:-9.231642;1214789886.474609:-9.263961;1224783325.195312:-9.339559;1234776763.916016:-9.469253;1244770202.636719:-9.666524;1254763641.357422:-9.895396;1264757080.078125:-10.059240;1274750518.798828:-10.093397;1284743957.519531:-10.040619;1294737396.240234:-9.976794;1304730834.960938:-9.924435;1314724273.681641:-9.871010;1324717712.402344:-9.825655;1334711151.123047:-9.805093;1344704589.843750:-9.837166;1354698028.564453:-9.933494;1364691467.285156:-10.080568;1374684906.005859:-10.246163;1384678344.726562:-10.396908;1394671783.447266:-10.516803;1404665222.167969:-10.618053;1414658660.888672:-10.733786;1424652099.609375:-10.907169;1434645538.330078:-11.156954;1444638977.050781:-11.484386;1454632415.771484:-11.824372;1464625854.492188:-12.047241;1474619293.212891:-12.072721;1484612731.933594:-11.960280;1494606170.654297:-11.823323;1504599609.375000:-11.714885;1514593048.095703:-11.631018;1524586486.816406:-11.571397;1534579925.537109:-11.532124;1544573364.257812:-11.518080;1554566802.978516:-11.526513;1564560241.699219:-11.549618;1574553680.419922:-11.581097;1584547119.140625:-11.620322;1594540557.861328:-11.672556;1604533996.582031:-11.757924;1614527435.302734:-11.940358
-61.500000,855026092.529297:-8.581612;865019531.250000:-8.046276;875012969.970703:-7.793830;885006408.691406:-7.681107;894999847.412109:-7.631455;904993286.132812:-7.617503;914986724.853516:-7.623080;924980163.574219:-7.631040;934973602.294922:-7.628341;944967041.015625:-7.612776;954960479.736328:-7.592434;964953918.457031:-7.578573;974947357.177734:-7.580914;984940795.898438:-7.608110;994934234.619141:-7.671635;1004927673.339844:-7.785087;1014921112.060547:-7.956616;1024914550.781250:-8.175314;1034907989.501953:-8.405612;1044901428.222656:-8.597740;1054894866.943359:-8.708363;1064888305.664062:-8.717034;1074881744.384766:-8.632819;1084875183.105469:-8.489560;1094868621.826172:-8.335299;1104862060.546875:-8.220043;1114855499.267578:-8.179899;1124848937.988281:-8.221220;1134842376.708984:-8.321642;1144835815.429688:-8.447975;1154829254.150391:-8.570081;1164822692.871094:-8.664280;1174816131.591797:-8.717727;1184809570.312500:-8.733146;1194803009.033203:-8.728202;1204796447.753906:-8.728480;1214789886.474609:-8.755418;1224783325.195312:-8.816923;1234776763.916016:-8.907268;1244770202.636719:-9.014935;1254763641.357422:-9.129162;1264757080.078125:-9.240343;1274750518.798828:-9.337618;1284743957.519531:-9.407210;1294737396.240234:-9.436280;1304730834.960938:-9.420620;1314724273.681641:-9.370352;1324717712.402344:-9.309872;1334711151.123047:-9.272324;1344704589.843750:-9.287457;1354698028.564453:-9.366945;1364691467.285156:-9.497113;1374684906.005859:-9.646863;1384678344.726562:-9.784869;1394671783.447266:-9.896674;1404665222.167969:-9.994356;1414658660.888672:-10.109722;1424652099.609375:-10.271132;1434645538.330078:-10.483294;1444638977.050781:-10.723676;1454632415.771484:-10.951535;1464625854.492188:-11.123909;1474619293.212891:-11.215450;1484612731.933594:-11.230642;1494606170.654297:-11.195287;1504599609.375000:-11.136875;1514593048.095703:-11.074567;1524586486.816406:-11.021162;1534579925.537109:-10.986374;1544573364.257812:-10.975730;1554566802.978516:-10.987393;1564560241.699219:-11.014046;1574553680.419922:-11.048957;1584547119.140625:-11.090927;1594540557.861328:-11.144692;1604533996.582031:-11.229917;1614527435.302734:-11.410235
-61.000000,855026092.529297:-8.073459;865019531.250000:-7.540071;875012969.970703:-7.289909;885006408.691406:-7.179457;894999847.412109:-7.131776;904993286.132812:-7.119534;914986724.853516:-7.126484;924980163.574219:-7.134993;934973602.294922:-7.131706;944967041.015625:-7.115006;954960479.736328:-7.093913;964953918.457031:-7.080450;974947357.177734:-7.084783;984940795.898438:-7.115430;994934234.619141:-7.182775;1004927673.339844:-7.298713;1014921112.060547:-7.470981;1024914550.781250:-7.690017;1034907989.501953:-7.921416;1044901428.222656:-8.115603;1054894866.943359:-8.228004;1064888305.664062:-8.236428;1074881744.384766:-8.149263;1084875183.105469:-8.001402;1094868621.826172:-7.842386;1104862060.546875:-7.722923;1114855499.267578:-7.678983;1124848937.988281:-7.716597;1134842376.708984:-7.812858;1144835815.429688:-7.934517;1154829254.150391:-8.051807;1164822692.871094:-8.142073;1174816131.591797:-8.193613;1184809570.312500:-8.210039;1194803009.033203:-8.208876;1204796447.753906:-8.213949;1214789886.474609:-8.244212;1224783325.195312:-8.306486;1234776763.916016:-8.396122;1244770202.636719:-8.503918;1254763641.357422:-8.619724;1264757080.078125:-8.731872;1274750518.798828:-8.827323;1284743957.519531:-8.892584;1294737396.240234:-8.916598;1304730834.960938:-8.896615;1314724273.681641:-8.843659;1324717712.402344:-8.782489;1334711151.123047:-8.745958;1344704589.843750:-8.763577;1354698028.564453:-8.846806;1364691467.285156:-8.981669;1374684906.005859:-9.136746;1384678344.726562:-9.280452;1394671783.447266:-9.398003;1404665222.167969:-9.500620;1414658660.888672:-9.619424;1424652099.609375:-9.783700;1434645538.330078:-9.999964;1444638977.050781:-10.246943;1454632415.771484:-10.482677;1464625854.492188:-10.660367;1474619293.212891:-10.751555;1484612731.933594:-10.761518;1494606170.654297:-10.719373;1504599609.375000:-10.654634;1514593048.095703:-10.586870;1524586486.816406:-10.529321;1534579925.537109:-10.491866;1544573364.257812:-10.479608;1554566802.978516:-10.489536;1564560241.699219:-10.513304;1574553680.419922:-10.544591;1584547119.140625:-10.583364;1594540557.861328:-10.634932;1604533996.582031:-10.718816;1614527435.302734:-10.898914
-60.500000,855026092.529297:-7.605068;865019531.250000:-7.068782;875012969.970703:-6.815584;885006408.691406:-6.702837;894999847.412109:-6.653486;904993286.132812:-6.639785;914986724.853516:-6.645652;924980163.574219:-6.653820;934973602.294922:-6.650962;944967041.015625:-6.635528;954960479.736328:-6.616649;964953918.457031:-6.605949;974947357.177734:-6.612440;984940795.898438:-6.643447;994934234.619141:-6.709380;1004927673.339844:-6.823670;1014921112.060547:-6.995538;1024914550.781250:-7.232647;1034907989.501953:-7.516248;1044901428.222656:-7.825938;1054894866.943359:-8.085186;1064888305.664062:-8.160452;1074881744.384766:-7.990659;1084875183.105469:-7.683212;1094868621.826172:-7.400568;1104862060.546875:-7.224510;1114855499.267578:-7.159438;1124848937.988281:-7.193774;1134842376.708984:-7.287827;1144835815.429688:-7.409158;1154829254.150391:-7.528217;1164822692.871094:-7.622077;1174816131.591797:-7.678570;1184809570.312500:-7.700352;1194803009.033203:-7.703399;1204796447.753906:-7.710352;1214789886.474609:-7.740466;1224783325.195312:-7.819331;1234776763.916016:-7.960632;1244770202.636719:-8.184761;1254763641.357422:-8.449035;1264757080.078125:-8.631356;1274750518.798828:-8.650198;1284743957.519531:-8.563018;1294737396.240234:-8.469838;1304730834.960938:-8.399675;1314724273.681641:-8.333360;1324717712.402344:-8.277736;1334711151.123047:-8.247487;1344704589.843750:-8.271704;1354698028.564453:-8.361699;1364691467.285156:-8.503425;1374684906.005859:-8.665240;1384678344.726562:-8.814610;1394671783.447266:-8.935378;1404665222.167969:-9.038812;1414658660.888672:-9.157350;1424652099.609375:-9.337912;1434645538.330078:-9.603177;1444638977.050781:-9.961021;1454632415.771484:-10.338947;1464625854.492188:-10.582238;1474619293.212891:-10.595219;1484612731.933594:-10.452744;1494606170.654297:-10.292061;1504599609.375000:-10.172703;1514593048.095703:-10.084441;1524586486.816406:-10.024013;1534579925.537109:-9.984331;1544573364.257812:-9.970364;1554566802.978516:-9.979091;1564560241.699219:-10.001997;1574553680.419922:-10.032561;1584547119.140625:-10.070720;1594540557.861328:-10.122231;1604533996.582031:-10.207040;1614527435.302734:-10.388725
