"setpoint_db","freq_hz:measured_gain_db"
-79.500000,109863.281250:-15.780658;10107421.875000:-14.888971;20104980.468750:-14.778904;30102539.062500:-14.781362;40100097.656250:-14.806176;50097656.250000:-14.840720;60095214.843750:-14.889926;70092773.437500:-14.960238;80090332.031250:-15.053046;90087890.625000:-15.161796;100085449.218750:-15.273592;110083007.812500:-15.376307;120080566.406250:-15.465033;130078125.000000:-15.542094;140075683.593750:-15.614625;150073242.187500:-15.690884;160070800.781250:-15.774965;170068359.375000:-15.865084;180065917.968750:-15.954747;190063476.562500:-16.040510;200061035.156250:-16.127176;210058593.750000:-16.222535;220056152.343750:-16.328955;230053710.937500:-16.443622;240051269.531250:-16.565643;250048828.125000:-16.695759;260046386.718750:-16.832749;270043945.312500:-16.972976;280041503.906250:-17.109326;290039062.500000:-17.232062;300036621.093750:-17.334177;310034179.687500:-17.416138;320031738.281250:-17.487610;330029296.875000:-17.563555;340026855.468750:-17.657431;350024414.062500:-17.771215;360021972.656250:-17.917133;370019531.250000:-18.102105;380017089.843750:-18.358661;390014648.437500:-18.641932;400012207.031250:-18.799354;410009765.625000:-18.738015;420007324.218750:-18.567753;430004882.812500:-18.460951;440002441.406250:-18.478813;450000000.000000:-18.590218;459997558.593750:-18.773039;469995117.187500:-18.997545;479992675.781250:-19.255426;489990234.375000:-19.536887;499987792.968750:-19.832151;509985351.562500:-20.134345;519982910.156250:-20.441123;529980468.750000:-20.753369;539978027.343750:-21.071481;549975585.937500:-21.389828;559973144.531250:-21.717053;569970703.125000:-22.054803;579968261.718750:-22.423144;589965820.312500:-22.762324;599963378.906250:-22.910896;609960937.500000:-22.773720;619958496.093750:-22.457328;629956054.687500:-22.128284;639953613.281250:-21.847956;649951171.875000:-21.603816;659948730.468750:-21.413376;669946289.062500:-21.294176;679943847.656250:-21.276065;689941406.250000:-21.374309;699938964.843750:-21.596206;709936523.437500:-21.943614;719934082.031250:-22.408549;729931640.625000:-22.960843;739929199.218750:-23.548751;749926757.812500:-24.124517;759924316.406250:-24.730573;769921875.000000:-25.551897;779919433.593750:-26.956025;789916992.187500:-29.248708;799914550.781250:-32.420976;809912109.375000:-36.237042
-79.000000,109863.281250:-15.291781;10107421.875000:-14.402024;20104980.468750:-14.293351;30102539.062500:-14.295079;40100097.656250:-14.317319;50097656.250000:-14.347665;60095214.843750:-14.391669;70092773.437500:-14.457188;80090332.031250:-14.547062;90087890.625000:-14.655267;100085449.218750:-14.768502;110083007.812500:-14.874014;120080566.406250:-14.966151;130078125.000000:-15.046483;140075683.593750:-15.121874;150073242.187500:-15.200684;160070800.781250:-15.286578;170068359.375000:-15.376750;180065917.968750:-15.464282;190063476.562500:-15.546647;200061035.156250:-15.630097;210058593.750000:-15.723229;220056152.343750:-15.828339;230053710.937500:-15.942143;240051269.531250:-16.063045;250048828.125000:-16.190972;260046386.718750:-16.324313;270043945.312500:-16.460088;280041503.906250:-16.592681;290039062.500000:-16.713794;300036621.093750:-16.816933;310034179.687500:-16.901866;320031738.281250:-16.976763;330029296.875000:-17.055179;340026855.468750:-17.149923;350024414.062500:-17.263266;360021972.656250:-17.405124;370019531.250000:-17.580402;380017089.843750:-17.816910;390014648.437500:-18.075512;400012207.031250:-18.222926;410009765.625000:-18.177447;420007324.218750:-18.034809;430004882.812500:-17.947106;440002441.406250:-17.970942;450000000.000000:-18.081922;459997558.593750:-18.261293;469995117.187500:-18.481593;479992675.781250:-18.733416;489990234.375000:-19.007313;499987792.968750:-19.295670;509985351.562500:-19.594138;519982910.156250:-19.901673;529980468.750000:-20.218860;539978027.343750:-20.544813;549975585.937500:-20.872607;559973144.531250:-21.207091;569970703.125000:-21.546298;579968261.718750:-21.903922;589965820.312500:-22.223866;599963378.906250:-22.362005;609960937.500000:-22.234464;619958496.093750:-21.936670;629956054.687500:-21.618595;639953613.281250:-21.338995;649951171.875000:-21.092438;659948730.468750:-20.899818;669946289.062500:-20.780875;679943847.656250:-20.764011;689941406.250000:-20.862765;699938964.843750:-21.082835;709936523.437500:-21.425319;719934082.031250:-21.882936;729931640.625000:-22.427509;739929199.218750:-23.010099;749926757.812500:-23.585322;759924316.406250:-24.192441;769921875.000000:-25.009598;779919433.593750:-26.394547;789916992.187500:-28.659139;799914550.781250:-31.820016;809912109.375000:-35.658687
-78.500000,109863.281250:-14.862155;10107421.875000:-13.984495;20104980.468750:-13.881107;30102539.062500:-13.884856;40100097.656250:-13.906898;50097656.250000:-13.935236;60095214.843750:-13.975992;70092773.437500:-14.038534;80090332.031250:-14.127456;90087890.625000:-14.237332;100085449.218750:-14.354021;110083007.812500:-14.463796;120080566.406250:-14.560659;130078125.000000:-14.646093;140075683.593750:-14.726770;150073242.187500:-14.810789;160070800.781250:-14.901202;170068359.375000:-14.994421;180065917.968750:-15.083215;190063476.562500:-15.165676;200061035.156250:-15.249160;210058593.750000:-15.343083;220056152.343750:-15.450100;230053710.937500:-15.566825;240051269.531250:-15.690889;250048828.125000:-15.820893;260046386.718750:-15.954164;270043945.312500:-16.087844;280041503.906250:-16.217690;290039062.500000:-16.337090;300036621.093750:-16.440622;310034179.687500:-16.528136;320031738.281250:-16.606962;330029296.875000:-16.689329;340026855.468750:-16.786965;350024414.062500:-16.901954;360021972.656250:-17.023410;370019531.250000:-17.162804;380017089.843750:-17.337709;390014648.437500:-17.593880;400012207.031250:-17.885579;410009765.625000:-18.046154;420007324.218750:-17.976737;430004882.812500:-17.800567;440002441.406250:-17.706489;450000000.000000:-17.756220;459997558.593750:-17.905905;469995117.187500:-18.122401;479992675.781250:-18.368210;489990234.375000:-18.633274;499987792.968750:-18.911199;509985351.562500:-19.200176;519982910.156250:-19.501543;529980468.750000:-19.816917;539978027.343750:-20.144933;549975585.937500:-20.477512;559973144.531250:-20.796984;569970703.125000:-21.105961;579968261.718750:-21.405628;589965820.312500:-21.723162;599963378.906250:-22.001551;609960937.500000:-22.072220;619958496.093750:-21.836497;629956054.687500:-21.416627;639953613.281250:-21.005344;649951171.875000:-20.685126;659948730.468750:-20.453421;669946289.062500:-20.326123;679943847.656250:-20.304740;689941406.250000:-20.401189;699938964.843750:-20.618437;709936523.437500:-20.954834;719934082.031250:-21.401642;729931640.625000:-21.931548;739929199.218750:-22.499242;749926757.812500:-23.064374;759924316.406250:-23.647541;769921875.000000:-24.429566;779919433.593750:-25.749989;789916992.187500:-28.002295;799914550.781250:-31.296996;809912109.375000:-35.340525
-78.000000,109863.281250:-14.393868;10107421.875000:-13.529357;20104980.468750:-13.427487;30102539.062500:-13.430003;40100097.656250:-13.448982;50097656.250000:-13.472974;60095214.843750:-13.508470;70092773.437500:-13.565284;80090332.031250:-13.648928;90087890.625000:-13.755215;100085449.218750:-13.870656;110083007.812500:-13.981106;120080566.406250:-14.079783;130078125.000000:-14.167619;140075683.593750:-14.250741;150073242.187500:-14.336346;160070800.781250:-14.426631;170068359.375000:-14.517619;180065917.968750:-14.602473;190063476.562500:-14.680205;200061035.156250:-14.759168;210058593.750000:-14.849481;220056152.343750:-14.954099;230053710.937500:-15.069434;240051269.531250:-15.192363;250048828.125000:-15.320413;260046386.718750:-15.450059;270043945.312500:-15.578275;280041503.906250:-15.701797;290039062.500000:-15.815901;300036621.093750:-15.916917;310034179.687500:-16.005313;320031738.281250:-16.087566;330029296.875000:-16.174073;340026855.468750:-16.274864;350024414.062500:-16.413951;360021972.656250:-16.603434;370019531.250000:-16.868421;380017089.843750:-17.160689;390014648.437500:-17.336515;400012207.031250:-17.306584;410009765.625000:-17.162882;420007324.218750:-17.055798;430004882.812500:-17.041645;440002441.406250:-17.101498;450000000.000000:-17.228121;459997558.593750:-17.401833;469995117.187500:-17.614711;479992675.781250:-17.854545;489990234.375000:-18.111065;499987792.968750:-18.379769;509985351.562500:-18.662123;519982910.156250:-18.962101;529980468.750000:-19.281810;539978027.343750:-19.618261;549975585.937500:-19.983344;559973144.531250:-20.379714;569970703.125000:-20.821620;579968261.718750:-21.243690;589965820.312500:-21.483528;599963378.906250:-21.439967;609960937.500000:-21.202026;619958496.093750:-20.920258;629956054.687500:-20.651792;639953613.281250:-20.384386;649951171.875000:-20.134049;659948730.468750:-19.924207;669946289.062500:-19.797095;679943847.656250:-19.779606;689941406.250000:-19.881318;699938964.843750:-20.102043;709936523.437500:-20.437246;719934082.031250:-20.877228;729931640.625000:-21.396625;739929199.218750:-21.954715;749926757.812500:-22.538378;759924316.406250:-23.191824;769921875.000000:-24.103758;779919433.593750:-25.540324;789916992.187500:-27.704923;799914550.781250:-30.673255;809912109.375000:-34.419656
-77.500000,109863.281250:-13.972727;10107421.875000:-13.121957;20104980.468750:-13.021098;30102539.062500:-13.022556;40100097.656250:-13.039375;50097656.250000:-13.060283;60095214.843750:-13.091962;70092773.437500:-13.144627;80090332.031250:-13.224082;90087890.625000:-13.326421;100085449.218750:-13.438700;110083007.812500:-13.547286;120080566.406250:-13.645418;130078125.000000:-13.733588;140075683.593750:-13.817336;150073242.187500:-13.902963;160070800.781250:-13.991840;170068359.375000:-14.079833;180065917.968750:-14.160683;190063476.562500:-14.234167;200061035.156250:-14.309140;210058593.750000:-14.395959;220056152.343750:-14.497482;230053710.937500:-14.609560;240051269.531250:-14.728279;250048828.125000:-14.850711;260046386.718750:-14.973726;270043945.312500:-15.095422;280041503.906250:-15.213790;290039062.500000:-15.324972;300036621.093750:-15.425657;310034179.687500:-15.516164;320031738.281250:-15.602193;330029296.875000:-15.692971;340026855.468750:-15.797620;350024414.062500:-15.917589;360021972.656250:-16.062457;370019531.250000:-16.237704;380017089.843750:-16.468446;390014648.437500:-16.718319;400012207.031250:-16.865687;410009765.625000:-16.835252;420007324.218750:-16.712047;430004882.812500:-16.634223;440002441.406250:-16.656582;450000000.000000:-16.760924;459997558.593750:-16.930824;469995117.187500:-17.138662;479992675.781250:-17.371922;489990234.375000:-17.621153;499987792.968750:-17.884043;509985351.562500:-18.164682;519982910.156250:-18.468248;529980468.750000:-18.795622;539978027.343750:-19.141017;549975585.937500:-19.491459;559973144.531250:-19.845519;569970703.125000:-20.197410;579968261.718750:-20.555638;589965820.312500:-20.865382;599963378.906250:-20.992247;609960937.500000:-20.857142;619958496.093750:-20.546345;629956054.687500:-20.201812;639953613.281250:-19.888502;649951171.875000:-19.613932;659948730.468750:-19.405387;669946289.062500:-19.283983;679943847.656250:-19.273614;689941406.250000:-19.380930;699938964.843750:-19.603344;709936523.437500:-19.934979;719934082.031250:-20.366866;729931640.625000:-20.877035;739929199.218750:-21.429789;749926757.812500:-21.993152;759924316.406250:-22.606937;769921875.000000:-23.433300;779919433.593750:-24.806049;789916992.187500:-27.039408;799914550.781250:-30.186786;809912109.375000:-34.060184
-77.000000,109863.281250:-13.549406;10107421.875000:-12.716388;20104980.468750:-12.617545;30102539.062500:-12.618070;40100097.656250:-12.632322;50097656.250000:-12.649348;60095214.843750:-12.675899;70092773.437500:-12.722304;80090332.031250:-12.794839;90087890.625000:-12.890695;100085449.218750:-12.998218;110083007.812500:-13.104416;120080566.406250:-13.202239;130078125.000000:-13.291317;140075683.593750:-13.376368;150073242.187500:-13.463100;160070800.781250:-13.552264;170068359.375000:-13.639102;180065917.968750:-13.717077;190063476.562500:-13.786124;200061035.156250:-13.855643;210058593.750000:-13.936895;220056152.343750:-14.033601;230053710.937500:-14.141661;240051269.531250:-14.256085;250048828.125000:-14.372583;260046386.718750:-14.487385;270043945.312500:-14.599153;280041503.906250:-14.707537;290039062.500000:-14.810725;300036621.093750:-14.906800;310034179.687500:-14.996324;320031738.281250:-15.084237;330029296.875000:-15.178552;340026855.468750:-15.287337;350024414.062500:-15.411710;360021972.656250:-15.563445;370019531.250000:-15.750198;380017089.843750:-16.000268;390014648.437500:-16.273058;400012207.031250:-16.433612;410009765.625000:-16.398106;420007324.218750:-16.259218;430004882.812500:-16.167775;440002441.406250:-16.182605;450000000.000000:-16.282247;459997558.593750:-16.447645;469995117.187500:-16.648135;479992675.781250:-16.870768;489990234.375000:-17.107312;499987792.968750:-17.358654;509985351.562500:-17.632758;519982910.156250:-17.936986;529980468.750000:-18.271411;539978027.343750:-18.627337;549975585.937500:-18.988808;559973144.531250:-19.354500;569970703.125000:-19.719927;579968261.718750:-20.096849;589965820.312500:-20.426339;599963378.906250:-20.560194;609960937.500000:-20.410131;619958496.093750:-20.070604;629956054.687500:-19.698673;639953613.281250:-19.366739;649951171.875000:-19.082105;659948730.468750:-18.871213;669946289.062500:-18.752325;679943847.656250:-18.747406;689941406.250000:-18.860797;699938964.843750:-19.087263;709936523.437500:-19.418194;719934082.031250:-19.842954;729931640.625000:-20.340798;739929199.218750:-20.881015;749926757.812500:-21.438179;759924316.406250:-22.057081;769921875.000000:-22.897485;779919433.593750:-24.287589;789916992.187500:-26.535042;799914550.781250:-29.689077;809912109.375000:-33.564236
-76.500000,109863.281250:-13.154097;10107421.875000:-12.335812;20104980.468750:-12.232628;30102539.062500:-12.232664;40100097.656250:-12.252648;50097656.250000:-12.279806;60095214.843750:-12.316866;70092773.437500:-12.369401;80090332.031250:-12.440526;90087890.625000:-12.527790;100085449.218750:-12.622546;110083007.812500:-12.714643;120080566.406250:-12.798420;130078125.000000:-12.873982;140075683.593750:-12.946374;150073242.187500:-13.022170;160070800.781250:-13.103746;170068359.375000:-13.188102;180065917.968750:-13.269359;190063476.562500:-13.346001;200061035.156250:-13.423978;210058593.750000:-13.510773;220056152.343750:-13.608084;230053710.937500:-13.712562;240051269.531250:-13.822101;250048828.125000:-13.935872;260046386.718750:-14.052323;270043945.312500:-14.169992;280041503.906250:-14.286081;290039062.500000:-14.395071;300036621.093750:-14.491836;310034179.687500:-14.576036;320031738.281250:-14.654281;330029296.875000:-14.737431;340026855.468750:-14.835510;350024414.062500:-14.949824;360021972.656250:-15.091134;370019531.250000:-15.265996;380017089.843750:-15.502640;390014648.437500:-15.761880;400012207.031250:-15.911264;410009765.625000:-15.869465;420007324.218750:-15.730216;430004882.812500:-15.643161;440002441.406250:-15.664507;450000000.000000:-15.770631;459997558.593750:-15.942211;469995117.187500:-16.150029;479992675.781250:-16.382798;489990234.375000:-16.632192;499987792.968750:-16.896146;509985351.562500:-17.177354;519982910.156250:-17.477653;529980468.750000:-17.793898;539978027.343750:-18.118373;549975585.937500:-18.440446;559973144.531250:-18.766479;569970703.125000:-19.099673;579968261.718750:-19.457183;589965820.312500:-19.783076;599963378.906250:-19.929865;609960937.500000:-19.807235;619958496.093750:-19.504920;629956054.687500:-19.174012;639953613.281250:-18.880494;649951171.875000:-18.624994;659948730.468750:-18.428614;669946289.062500:-18.308681;679943847.656250:-18.291242;689941406.250000:-18.388729;699938964.843750:-18.605267;709936523.437500:-18.939080;719934082.031250:-19.379889;729931640.625000:-19.898990;739929199.218750:-20.452291;749926757.812500:-21.003853;759924316.406250:-21.599796;769921875.000000:-22.415663;779919433.593750:-23.797246;789916992.187500:-26.051879;799914550.781250:-29.207978;809912109.375000:-33.061092
-76.000000,109863.281250:-12.784496;10107421.875000:-11.991903;20104980.468750:-11.891334;30102539.062500:-11.890317;40100097.656250:-11.907333;50097656.250000:-11.929570;60095214.843750:-11.959887;70092773.437500:-12.004771;80090332.031250:-12.068634;90087890.625000:-12.150076;100085449.218750:-12.241038;110083007.812500:-12.331199;120080566.406250:-12.414252;130078125.000000:-12.489722;140075683.593750:-12.562364;150073242.187500:-12.638202;160070800.781250:-12.719117;170068359.375000:-12.801891;180065917.968750:-12.880465;190063476.562500:-12.953072;200061035.156250:-13.025800;210058593.750000:-13.106804;220056152.343750:-13.198549;230053710.937500:-13.297877;240051269.531250:-13.402063;250048828.125000:-13.509194;260046386.718750:-13.616862;270043945.312500:-13.723698;280041503.906250:-13.828256;290039062.500000:-13.927030;300036621.093750:-14.016460;310034179.687500:-14.096797;320031738.281250:-14.174254;330029296.875000:-14.258476;340026855.468750:-14.358112;350024414.062500:-14.473921;360021972.656250:-14.609737;370019531.250000:-14.765465;380017089.843750:-14.956331;390014648.437500:-15.155644;400012207.031250:-15.277190;410009765.625000:-15.268818;420007324.218750:-15.194149;430004882.812500:-15.155822;440002441.406250:-15.197291;450000000.000000:-15.308168;459997558.593750:-15.475871;469995117.187500:-15.677324;479992675.781250:-15.900421;489990234.375000:-16.137747;499987792.968750:-16.390041;509985351.562500:-16.663624;519982910.156250:-16.962948;529980468.750000:-17.284857;539978027.343750:-17.618926;549975585.937500:-17.950891;559973144.531250:-18.277321;569970703.125000:-18.593403;579968261.718750:-18.903733;589965820.312500:-19.165550;599963378.906250:-19.277536;609960937.500000:-19.178938;619958496.093750:-18.931330;629956054.687500:-18.641114;639953613.281250:-18.362501;649951171.875000:-18.109570;659948730.468750:-17.911161;669946289.062500:-17.792065;679943847.656250:-17.777571;689941406.250000:-17.878286;699938964.843750:-18.096104;709936523.437500:-18.427529;719934082.031250:-18.861737;729931640.625000:-19.371343;739929199.218750:-19.915567;749926757.812500:-20.462546;759924316.406250:-21.052879;769921875.000000:-21.851995;779919433.593750:-23.186562;789916992.187500:-25.374751;799914550.781250:-28.497769;809912109.375000:-32.388784
-75.500000,109863.281250:-12.459560;10107421.875000:-11.690822;20104980.468750:-11.592891;30102539.062500:-11.590761;40100097.656250:-11.605085;50097656.250000:-11.623522;60095214.843750:-11.649252;70092773.437500:-11.689286;80090332.031250:-11.748484;90087890.625000:-11.825652;100085449.218750:-11.912784;110083007.812500:-11.999542;120080566.406250:-12.079681;130078125.000000:-12.152927;140075683.593750:-12.224221;150073242.187500:-12.299293;160070800.781250:-12.379383;170068359.375000:-12.460721;180065917.968750:-12.536987;190063476.562500:-12.606315;200061035.156250:-12.674889;210058593.750000:-12.751252;220056152.343750:-12.838406;230053710.937500:-12.933391;240051269.531250:-13.033105;250048828.125000:-13.134719;260046386.718750:-13.235024;270043945.312500:-13.332763;280041503.906250:-13.427839;290039062.500000:-13.518635;300036621.093750:-13.602831;310034179.687500:-13.680748;320031738.281250:-13.757777;330029296.875000:-13.842258;340026855.468750:-13.941779;350024414.062500:-14.056921;360021972.656250:-14.184449;370019531.250000:-14.317364;380017089.843750:-14.457395;390014648.437500:-14.591108;400012207.031250:-14.680872;410009765.625000:-14.705288;420007324.218750:-14.696575;430004882.812500:-14.707906;440002441.406250:-14.768760;450000000.000000:-14.882306;459997558.593750:-15.043627;469995117.187500:-15.237194;479992675.781250:-15.450862;489990234.375000:-15.678204;499987792.968750:-15.922013;509985351.562500:-16.190910;519982910.156250:-16.490945;529980468.750000:-16.818932;539978027.343750:-17.162329;549975585.937500:-17.503437;559973144.531250:-17.827894;569970703.125000:-18.121611;579968261.718750:-18.375357;589965820.312500:-18.561285;599963378.906250:-18.629650;609960937.500000:-18.553102;619958496.093750:-18.362991;629956054.687500:-18.116822;639953613.281250:-17.855683;649951171.875000:-17.608020;659948730.468750:-17.410632;669946289.062500:-17.295593;679943847.656250:-17.286161;689941406.250000:-17.389890;699938964.843750:-17.606163;709936523.437500:-17.930969;719934082.031250:-18.355582;729931640.625000:-18.856778;739929199.218750:-19.397936;749926757.812500:-19.948654;759924316.406250:-20.538631;769921875.000000:-21.319451;779919433.593750:-22.599857;789916992.187500:-24.715663;799914550.781250:-27.807517;809912109.375000:-31.744899
-75.000000,109863.281250:-12.130760;10107421.875000:-11.386085;20104980.468750:-11.291864;30102539.062500:-11.289412;40100097.656250:-11.301190;50097656.250000:-11.315382;60095214.843750:-11.335939;70092773.437500:-11.371097;80090332.031250:-11.426755;90087890.625000:-11.501907;100085449.218750:-11.587809;110083007.812500:-11.673178;120080566.406250:-11.751308;130078125.000000:-11.822190;140075683.593750:-11.891301;150073242.187500:-11.964633;160070800.781250:-12.043197;170068359.375000:-12.122749;180065917.968750:-12.196624;190063476.562500:-12.262681;200061035.156250:-12.326974;210058593.750000:-12.398455;220056152.343750:-12.481016;230053710.937500:-12.572261;240051269.531250:-12.668581;250048828.125000:-12.765814;260046386.718750:-12.859591;270043945.312500:-12.948625;280041503.906250:-13.034227;290039062.500000:-13.116882;300036621.093750:-13.195821;310034179.687500:-13.271538;320031738.281250:-13.348374;330029296.875000:-13.433044;340026855.468750:-13.531768;350024414.062500:-13.644836;360021972.656250:-13.764124;370019531.250000:-13.878264;380017089.843750:-13.979599;390014648.437500:-14.064884;400012207.031250:-14.132426;410009765.625000:-14.182928;420007324.218750:-14.224266;430004882.812500:-14.272132;440002441.406250:-14.345343;450000000.000000:-14.457359;459997558.593750:-14.609462;469995117.187500:-14.792228;479992675.781250:-14.993430;489990234.375000:-15.207135;499987792.968750:-15.437709;509985351.562500:-15.696029;519982910.156250:-15.990397;529980468.750000:-16.319252;539978027.343750:-16.670060;549975585.937500:-17.022995;559973144.531250:-17.354462;569970703.125000:-17.641522;579968261.718750:-17.862996;589965820.312500:-18.000659;599963378.906250:-18.041326;609960937.500000:-17.981270;619958496.093750:-17.829913;629956054.687500:-17.610036;639953613.281250:-17.354594;649951171.875000:-17.104182;659948730.468750:-16.902725;669946289.062500:-16.788023;679943847.656250:-16.781592;689941406.250000:-16.888166;699938964.843750:-17.104083;709936523.437500:-17.423145;719934082.031250:-17.836754;729931640.625000:-18.324912;739929199.218750:-18.856162;749926757.812500:-19.404301;759924316.406250:-19.993350;769921875.000000:-20.763960;779919433.593750:-22.007460;789916992.187500:-24.068595;799914550.781250:-27.132714;809912109.375000:-31.101820
-74.500000,109863.281250:-11.590367;10107421.875000:-10.842021;20104980.468750:-10.748127;30102539.062500:-10.746912;40100097.656250:-10.760115;50097656.250000:-10.775383;60095214.843750:-10.796302;70092773.437500:-10.831519;80090332.031250:-10.887517;90087890.625000:-10.963074;100085449.218750:-11.048925;110083007.812500:-11.133824;120080566.406250:-11.211391;130078125.000000:-11.281627;140075683.593750:-11.349853;150073242.187500:-11.422056;160070800.781250:-11.499380;170068359.375000:-11.577892;180065917.968750:-11.651210;190063476.562500:-11.717021;200061035.156250:-11.780840;210058593.750000:-11.851431;220056152.343750:-11.933113;230053710.937500:-12.023947;240051269.531250:-12.120445;250048828.125000:-12.218555;260046386.718750:-12.313969;270043945.312500:-12.405037;280041503.906250:-12.492543;290039062.500000:-12.576904;300036621.093750:-12.657859;310034179.687500:-12.736326;320031738.281250:-12.816508;330029296.875000:-12.904415;340026855.468750:-13.005523;350024414.062500:-13.120013;360021972.656250:-13.240298;370019531.250000:-13.365156;380017089.843750:-13.496362;390014648.437500:-13.647070;400012207.031250:-13.798093;410009765.625000:-13.888745;420007324.218750:-13.887975;430004882.812500:-13.849887;440002441.406250:-13.854186;450000000.000000:-13.931740;459997558.593750:-14.067926;469995117.187500:-14.245020;479992675.781250:-14.442075;489990234.375000:-14.653590;499987792.968750:-14.883814;509985351.562500:-15.143004;519982910.156250:-15.438652;529980468.750000:-15.768848;539978027.343750:-16.121553;549975585.937500:-16.477859;559973144.531250:-16.814476;569970703.125000:-17.117237;579968261.718750:-17.372981;589965820.312500:-17.579086;599963378.906250:-17.704884;609960937.500000:-17.686052;619958496.093750:-17.494128;629956054.687500:-17.191200;639953613.281250:-16.871740;649951171.875000:-16.593620;659948730.468750:-16.383634;669946289.062500:-16.269456;679943847.656250:-16.262589;689941406.250000:-16.367769;699938964.843750:-16.581546;709936523.437500:-16.898066;719934082.031250:-17.309483;729931640.625000:-17.796834;739929199.218750:-18.329268;749926757.812500:-18.880056;759924316.406250:-19.471917;769921875.000000:-20.254083;779919433.593750:-21.527290;789916992.187500:-23.653409;799914550.781250:-26.801673;809912109.375000:-30.814446
-74.000000,109863.281250:-11.089455;10107421.875000:-10.331597;20104980.468750:-10.237495;30102539.062500:-10.236335;40100097.656250:-10.249820;50097656.250000:-10.265823;60095214.843750:-10.288065;70092773.437500:-10.325029;80090332.031250:-10.382739;90087890.625000:-10.459419;100085449.218750:-10.545463;110083007.812500:-10.629852;120080566.406250:-10.706702;130078125.000000:-10.776442;140075683.593750:-10.844549;150073242.187500:-10.916859;160070800.781250:-10.994276;170068359.375000:-11.072715;180065917.968750:-11.145818;190063476.562500:-11.211290;200061035.156250:-11.274532;210058593.750000:-11.344398;220056152.343750:-11.425559;230053710.937500:-11.516197;240051269.531250:-11.612631;250048828.125000:-11.710622;260046386.718750:-11.805927;270043945.312500:-11.896840;280041503.906250:-11.983842;290039062.500000:-12.067250;300036621.093750:-12.147317;310034179.687500:-12.225628;320031738.281250:-12.306659;330029296.875000:-12.396160;340026855.468750:-12.499103;350024414.062500:-12.615170;360021972.656250:-12.758063;370019531.250000:-12.938319;380017089.843750:-13.185716;390014648.437500:-13.458278;400012207.031250:-13.617991;410009765.625000:-13.579350;420007324.218750:-13.436003;430004882.812500:-13.339031;440002441.406250:-13.344882;450000000.000000:-13.429774;459997558.593750:-13.574836;469995117.187500:-13.750693;479992675.781250:-13.946491;489990234.375000:-14.157271;499987792.968750:-14.387377;509985351.562500:-14.646712;519982910.156250:-14.942391;529980468.750000:-15.272301;539978027.343750:-15.624478;549975585.937500:-15.980524;559973144.531250:-16.339527;569970703.125000:-16.699271;579968261.718750:-17.073739;589965820.312500:-17.403550;599963378.906250:-17.537618;609960937.500000:-17.386606;619958496.093750:-17.048201;629956054.687500:-16.683186;639953613.281250:-16.363530;649951171.875000:-16.092309;659948730.468750:-15.891760;669946289.062500:-15.777427;679943847.656250:-15.770285;689941406.250000:-15.874794;699938964.843750:-16.087024;709936523.437500:-16.400772;719934082.031250:-16.808465;729931640.625000:-17.292325;739929199.218750:-17.822991;749926757.812500:-18.374333;759924316.406250:-18.989661;769921875.000000:-19.828379;779919433.593750:-21.218573;789916992.187500:-23.467168;799914550.781250:-26.625190;809912109.375000:-30.511127
-73.500000,109863.281250:-10.368561;10107421.875000:-9.580296;20104980.468750:-9.485477;30102539.062500:-9.484245;40100097.656250:-9.496880;50097656.250000:-9.512565;60095214.843750:-9.535837;70092773.437500:-9.575096;80090332.031250:-9.636010;90087890.625000:-9.716563;100085449.218750:-9.806992;110083007.812500:-9.895919;120080566.406250:-9.977113;130078125.000000:-10.050827;140075683.593750:-10.122789;150073242.187500:-10.198875;160070800.781250:-10.279601;170068359.375000:-10.360541;180065917.968750:-10.435611;190063476.562500:-10.503005;200061035.156250:-10.568032;210058593.750000:-10.639172;220056152.343750:-10.721038;230053710.937500:-10.812516;240051269.531250:-10.911191;250048828.125000:-11.013435;260046386.718750:-11.114499;270043945.312500:-11.211625;280041503.906250:-11.304614;290039062.500000:-11.393338;300036621.093750:-11.477532;310034179.687500:-11.559071;320031738.281250:-11.643195;330029296.875000:-11.736029;340026855.468750:-11.842629;350024414.062500:-11.982166;360021972.656250:-12.166203;370019531.250000:-12.416850;380017089.843750:-12.691449;390014648.437500:-12.864289;400012207.031250:-12.855867;410009765.625000:-12.742912;420007324.218750:-12.654728;430004882.812500:-12.642096;440002441.406250:-12.691710;450000000.000000:-12.798998;459997558.593750:-12.946992;469995117.187500:-13.126750;479992675.781250:-13.326159;489990234.375000:-13.539821;499987792.968750:-13.772967;509985351.562500:-14.036564;519982910.156250:-14.337879;529980468.750000:-14.674025;539978027.343750:-15.032109;549975585.937500:-15.412030;559973144.531250:-15.810188;569970703.125000:-16.236913;579968261.718750:-16.635282;589965820.312500:-16.863608;599963378.906250:-16.830980;609960937.500000:-16.610792;619958496.093750:-16.334357;629956054.687500:-16.058573;639953613.281250:-15.783437;649951171.875000:-15.531276;659948730.468750:-15.327173;669946289.062500:-15.209186;679943847.656250:-15.199964;689941406.250000:-15.305307;699938964.843750:-15.521293;709936523.437500:-15.840455;719934082.031250:-16.253725;729931640.625000:-16.742433;739929199.218750:-17.277472;749926757.812500:-17.852112;759924316.406250:-18.506922;769921875.000000:-19.413415;779919433.593750:-20.828714;789916992.187500:-22.977238;799914550.781250:-25.968935;809912109.375000:-29.784444
