"setpoint_db","freq_hz:measured_gain_db"
-16.500000,1800000000.000000:1.319039;1819995117.187500:2.498344;1839990234.375000:4.049286;1859985351.562500:6.645121;1879980468.750000:10.409360;1899975585.937500:15.266319;1919970703.125000:21.110961;1939965820.312500:27.246926;1959960937.500000:32.246702;1979956054.687500:35.062615;1999951171.875000:36.130651;2019946289.062500:36.633997;2039941406.250000:37.050086;2059936523.437500:37.134857;2079931640.625000:36.932999;2099926757.812500:36.782358;2119921875.000000:36.623893;2139916992.187500:36.151215;2159912109.375000:35.566993;2179907226.562500:35.484896;2199902343.750000:35.990444;2219897460.937500:36.562009;2239892578.125000:36.797459;2259887695.312500:36.678809;2279882812.500000:36.247762;2299877929.687500:35.559773;2319873046.875000:34.784879;2339868164.062500:34.071931;2359863281.250000:33.619681;2379858398.437500:33.663932;2399853515.625000:34.316665;2419848632.812500:35.300976;2439843750.000000:36.001355;2459838867.187500:36.088114;2479833984.375000:35.800915;2499829101.562500:35.473552;2519824218.750000:35.108897;2539819335.937500:34.763253;2559814453.125000:34.631982;2579809570.312500:34.253699;2599804687.500000:33.318228;2619799804.687500:32.258797;2639794921.875000:31.396066;2659790039.062500:30.489716;2679785156.250000:29.021280;2679785156.250000:29.021280
-16.000000,1800000000.000000:1.933487;1819995117.187500:3.105775;1839990234.375000:4.629591;1859985351.562500:7.213960;1879980468.750000:10.965027;1899975585.937500:15.770778;1919970703.125000:21.569727;1939965820.312500:27.702542;1959960937.500000:32.726866;1979956054.687500:35.559389;1999951171.875000:36.621898;2019946289.062500:37.120649;2039941406.250000:37.541050;2059936523.437500:37.615242;2079931640.625000:37.409354;2099926757.812500:37.267023;2119921875.000000:37.121407;2139916992.187500:36.650653;2159912109.375000:36.053759;2179907226.562500:35.951715;2199902343.750000:36.445160;2219897460.937500:37.020512;2239892578.125000:37.266478;2259887695.312500:37.152029;2279882812.500000:36.713364;2299877929.687500:36.024712;2319873046.875000:35.259562;2339868164.062500:34.563607;2359863281.250000:34.126185;2379858398.437500:34.175901;2399853515.625000:34.824726;2419848632.812500:35.810987;2439843750.000000:36.508751;2459838867.187500:36.591212;2479833984.375000:36.298647;2499829101.562500:35.969296;2519824218.750000:35.597174;2539819335.937500:35.238726;2559814453.125000:35.101033;2579809570.312500:34.718507;2599804687.500000:33.780597;2619799804.687500:32.719072;2639794921.875000:31.854177;2659790039.062500:30.943398;2679785156.250000:29.471683;2679785156.250000:29.471683
-15.500000,1800000000.000000:2.421631;1819995117.187500:3.739766;1839990234.375000:5.266881;1859985351.562500:7.814262;1879980468.750000:11.522830;1899975585.937500:16.314105;1919970703.125000:22.110446;1939965820.312500:28.227628;1959960937.500000:33.227596;1979956054.687500:36.046615;1999951171.875000:37.119069;2019946289.062500:37.632022;2039941406.250000:38.053616;2059936523.437500:38.133764;2079931640.625000:37.921297;2099926757.812500:37.780812;2119921875.000000:37.643442;2139916992.187500:37.181684;2159912109.375000:36.586841;2179907226.562500:36.475320;2199902343.750000:36.951521;2219897460.937500:37.510176;2239892578.125000:37.755439;2259887695.312500:37.647920;2279882812.500000:37.213857;2299877929.687500:36.523667;2319873046.875000:35.755193;2339868164.062500:35.056388;2359863281.250000:34.623080;2379858398.437500:34.679407;2399853515.625000:35.332282;2419848632.812500:36.313936;2439843750.000000:37.011379;2459838867.187500:37.090779;2479833984.375000:36.793255;2499829101.562500:36.474474;2519824218.750000:36.118565;2539819335.937500:35.759222;2559814453.125000:35.618370;2579809570.312500:35.237340;2599804687.500000:34.300586;2619799804.687500:33.246140;2639794921.875000:32.392025;2659790039.062500:31.482093;2679785156.250000:30.003965;2679785156.250000:30.003965
-15.000000,1800000000.000000:2.584930;1819995117.187500:4.320674;1839990234.375000:5.877520;1859985351.562500:8.386115;1879980468.750000:12.060332;1899975585.937500:16.844548;1919970703.125000:22.658361;1939965820.312500:28.781820;1959960937.500000:33.780846;1979956054.687500:36.597596;1999951171.875000:37.631992;2019946289.062500:38.077121;2039941406.250000:38.461312;2059936523.437500:38.571847;2079931640.625000:38.454502;2099926757.812500:38.396728;2119921875.000000:38.276348;2139916992.187500:37.795872;2159912109.375000:37.182986;2179907226.562500:37.054327;2199902343.750000:37.508212;2219897460.937500:38.033190;2239892578.125000:38.261171;2259887695.312500:38.184426;2279882812.500000:37.817525;2299877929.687500:37.185607;2319873046.875000:36.423434;2339868164.062500:35.702961;2359863281.250000:35.262745;2379858398.437500:35.332401;2399853515.625000:35.993052;2419848632.812500:36.952297;2439843750.000000:37.617163;2459838867.187500:37.680669;2479833984.375000:37.388973;2499829101.562500:37.063767;2519824218.750000:36.672496;2539819335.937500:36.291124;2559814453.125000:36.173520;2579809570.312500:35.850294;2599804687.500000:34.922898;2619799804.687500:33.765385;2639794921.875000:32.788751;2659790039.062500:31.838735;2679785156.250000:30.398102;2679785156.250000:30.398102
-14.500000,1800000000.000000:2.680649;1819995117.187500:4.919780;1839990234.375000:6.516628;1859985351.562500:8.988173;1879980468.750000:12.625199;1899975585.937500:17.378949;1919970703.125000:23.179407;1939965820.312500:29.297028;1959960937.500000:34.289834;1979956054.687500:37.100295;1999951171.875000:38.133967;2019946289.062500:38.580750;2039941406.250000:38.967340;2059936523.437500:39.080682;2079931640.625000:38.959616;2099926757.812500:38.901587;2119921875.000000:38.797610;2139916992.187500:38.326140;2159912109.375000:37.703110;2179907226.562500:37.557525;2199902343.750000:37.998496;2219897460.937500:38.513679;2239892578.125000:38.742881;2259887695.312500:38.678301;2279882812.500000:38.321854;2299877929.687500:37.695503;2319873046.875000:36.943647;2339868164.062500:36.230558;2359863281.250000:35.791153;2379858398.437500:35.860838;2399853515.625000:36.518012;2419848632.812500:37.472687;2439843750.000000:38.134641;2459838867.187500:38.189602;2479833984.375000:37.887343;2499829101.562500:37.566547;2519824218.750000:37.184158;2539819335.937500:36.797719;2559814453.125000:36.677161;2579809570.312500:36.361947;2599804687.500000:35.441520;2619799804.687500:34.285786;2639794921.875000:33.313388;2659790039.062500:32.367204;2679785156.250000:30.929095;2679785156.250000:30.929095
-14.000000,1800000000.000000:3.087537;1819995117.187500:5.547667;1839990234.375000:7.142279;1859985351.562500:9.551574;1879980468.750000:13.125739;1899975585.937500:17.851172;1919970703.125000:23.638224;1939965820.312500:29.742443;1959960937.500000:34.728256;1979956054.687500:37.545534;1999951171.875000:38.569856;2019946289.062500:38.993500;2039941406.250000:39.396097;2059936523.437500:39.548012;2079931640.625000:39.453804;2099926757.812500:39.401655;2119921875.000000:39.291011;2139916992.187500:38.811091;2159912109.375000:38.181629;2179907226.562500:38.037853;2199902343.750000:38.473767;2219897460.937500:38.981678;2239892578.125000:39.204852;2259887695.312500:39.137207;2279882812.500000:38.781408;2299877929.687500:38.157245;2319873046.875000:37.421025;2339868164.062500:36.735889;2359863281.250000:36.310647;2379858398.437500:36.378514;2399853515.625000:37.028782;2419848632.812500:37.974494;2439843750.000000:38.633421;2459838867.187500:38.686581;2479833984.375000:38.382124;2499829101.562500:38.067638;2519824218.750000:37.685492;2539819335.937500:37.289296;2559814453.125000:37.159730;2579809570.312500:36.837132;2599804687.500000:35.912040;2619799804.687500:34.760052;2639794921.875000:33.795472;2659790039.062500:32.848614;2679785156.250000:31.403044;2679785156.250000:31.403044
-13.500000,1800000000.000000:2.348875;1819995117.187500:6.070982;1839990234.375000:7.788085;1859985351.562500:10.133583;1879980468.750000:13.660553;1899975585.937500:18.357730;1919970703.125000:24.121439;1939965820.312500:30.191641;1959960937.500000:35.152371;1979956054.687500:37.973564;1999951171.875000:39.022628;2019946289.062500:39.459764;2039941406.250000:39.832813;2059936523.437500:39.962249;2079931640.625000:39.877208;2099926757.812500:39.831095;2119921875.000000:39.709970;2139916992.187500:39.231912;2159912109.375000:38.610485;2179907226.562500:38.449029;2199902343.750000:38.861601;2219897460.937500:39.354544;2239892578.125000:39.577359;2259887695.312500:39.519621;2279882812.500000:39.178364;2299877929.687500:38.569427;2319873046.875000:37.837592;2339868164.062500:37.154645;2359863281.250000:36.737796;2379858398.437500:36.812787;2399853515.625000:37.463020;2419848632.812500:38.408038;2439843750.000000:39.071537;2459838867.187500:39.133870;2479833984.375000:38.825559;2499829101.562500:38.503867;2519824218.750000:38.141681;2539819335.937500:37.748123;2559814453.125000:37.599120;2579809570.312500:37.293249;2599804687.500000:36.391156;2619799804.687500:35.231696;2639794921.875000:34.258253;2659790039.062500:33.329526;2679785156.250000:31.903643;2679785156.250000:31.903643
-13.000000,1800000000.000000:1.944266;1819995117.187500:6.545943;1839990234.375000:8.349585;1859985351.562500:10.649844;1879980468.750000:14.121267;1899975585.937500:18.781949;1919970703.125000:24.531700;1939965820.312500:30.596071;1959960937.500000:35.550211;1979956054.687500:38.365542;1999951171.875000:39.409950;2019946289.062500:39.845701;2039941406.250000:40.220769;2059936523.437500:40.352455;2079931640.625000:40.275000;2099926757.812500:40.238488;2119921875.000000:40.125305;2139916992.187500:39.647136;2159912109.375000:39.023268;2179907226.562500:38.856221;2199902343.750000:39.262221;2219897460.937500:39.753660;2239892578.125000:39.979915;2259887695.312500:39.936151;2279882812.500000:39.616123;2299877929.687500:39.022027;2319873046.875000:38.294466;2339868164.062500:37.613468;2359863281.250000:37.174574;2379858398.437500:37.222664;2399853515.625000:37.861424;2419848632.812500:38.804309;2439843750.000000:39.462992;2459838867.187500:39.505722;2479833984.375000:39.180254;2499829101.562500:38.851268;2519824218.750000:38.480496;2539819335.937500:38.086134;2559814453.125000:37.941932;2579809570.312500:37.643628;2599804687.500000:36.747645;2619799804.687500:35.592809;2639794921.875000:34.628636;2659790039.062500:33.702510;2679785156.250000:32.275522;2679785156.250000:32.275522
-12.500000,1800000000.000000:4.428274;1819995117.187500:7.490561;1839990234.375000:9.068267;1859985351.562500:11.327763;1879980468.750000:14.748781;1899975585.937500:19.365051;1919970703.125000:25.091295;1939965820.312500:31.151270;1959960937.500000:36.106113;1979956054.687500:38.914634;1999951171.875000:39.948791;2019946289.062500:40.385343;2039941406.250000:40.773040;2059936523.437500:40.911550;2079931640.625000:40.831940;2099926757.812500:40.801722;2119921875.000000:40.702975;2139916992.187500:40.229916;2159912109.375000:39.596967;2179907226.562500:39.420492;2199902343.750000:39.817150;2219897460.937500:40.296328;2239892578.125000:40.511349;2259887695.312500:40.459142;2279882812.500000:40.123672;2299877929.687500:39.513481;2319873046.875000:38.789892;2339868164.062500:38.119458;2359863281.250000:37.706085;2379858398.437500:37.769101;2399853515.625000:38.402833;2419848632.812500:39.336144;2439843750.000000:39.986049;2459838867.187500:40.027542;2479833984.375000:39.709913;2499829101.562500:39.399219;2519824218.750000:39.029664;2539819335.937500:38.627692;2559814453.125000:38.496081;2579809570.312500:38.202931;2599804687.500000:37.295212;2619799804.687500:36.139288;2639794921.875000:35.183921;2659790039.062500:34.253636;2679785156.250000:32.818810;2679785156.250000:32.818810
-12.000000,1800000000.000000:5.798590;1819995117.187500:8.311234;1839990234.375000:9.782168;1859985351.562500:11.963900;1879980468.750000:15.312609;1899975585.937500:19.890507;1919970703.125000:25.597732;1939965820.312500:31.643855;1959960937.500000:36.594388;1979956054.687500:39.405302;1999951171.875000:40.438544;2019946289.062500:40.876848;2039941406.250000:41.268369;2059936523.437500:41.407354;2079931640.625000:41.329648;2099926757.812500:41.303780;2119921875.000000:41.206685;2139916992.187500:40.730645;2159912109.375000:40.093631;2179907226.562500:39.911134;2199902343.750000:40.296331;2219897460.937500:40.761243;2239892578.125000:40.971216;2259887695.312500:40.924601;2279882812.500000:40.595513;2299877929.687500:39.991534;2319873046.875000:39.282436;2339868164.062500:38.631742;2359863281.250000:38.229503;2379858398.437500:38.297192;2399853515.625000:38.929881;2419848632.812500:39.856814;2439843750.000000:40.506651;2459838867.187500:40.546010;2479833984.375000:40.221135;2499829101.562500:39.908877;2519824218.750000:39.533118;2539819335.937500:39.115938;2559814453.125000:38.976547;2579809570.312500:38.681179;2599804687.500000:37.768800;2619799804.687500:36.610448;2639794921.875000:35.656639;2659790039.062500:34.726229;2679785156.250000:33.288734;2679785156.250000:33.288734
-11.500000,1800000000.000000:6.587699;1819995117.187500:9.060534;1839990234.375000:10.507463;1859985351.562500:12.644588;1879980468.750000:15.932932;1899975585.937500:20.459983;1919970703.125000:26.142681;1939965820.312500:32.179192;1959960937.500000:37.120694;1979956054.687500:39.924883;1999951171.875000:40.955331;2019946289.062500:41.389574;2039941406.250000:41.779068;2059936523.437500:41.919276;2079931640.625000:41.844046;2099926757.812500:41.823228;2119921875.000000:41.730721;2139916992.187500:41.254011;2159912109.375000:40.616079;2179907226.562500:40.431372;2199902343.750000:40.811646;2219897460.937500:41.271774;2239892578.125000:41.475379;2259887695.312500:41.421984;2279882812.500000:41.092039;2299877929.687500:40.490660;2319873046.875000:39.783739;2339868164.062500:39.134312;2359863281.250000:38.739232;2379858398.437500:38.810544;2399853515.625000:39.441587;2419848632.812500:40.372448;2439843750.000000:41.024177;2459838867.187500:41.056594;2479833984.375000:40.728501;2499829101.562500:40.425820;2519824218.750000:40.061186;2539819335.937500:39.641907;2559814453.125000:39.499910;2579809570.312500:39.211950;2599804687.500000:38.301225;2619799804.687500:37.138082;2639794921.875000:36.187344;2659790039.062500:35.260755;2679785156.250000:33.823368;2679785156.250000:33.823368
-11.000000,1800000000.000000:7.613794;1819995117.187500:9.823901;1839990234.375000:11.206300;1859985351.562500:13.306626;1879980468.750000:16.553266;1899975585.937500:21.044213;1919970703.125000:26.707437;1939965820.312500:32.743280;1959960937.500000:37.690895;1979956054.687500:40.494539;1999951171.875000:41.521035;2019946289.062500:41.966187;2039941406.250000:42.371187;2059936523.437500:42.511833;2079931640.625000:42.432473;2099926757.812500:42.415873;2119921875.000000:42.331728;2139916992.187500:41.862556;2159912109.375000:41.230542;2179907226.562500:41.053608;2199902343.750000:41.438788;2219897460.937500:41.895767;2239892578.125000:42.095210;2259887695.312500:42.045163;2279882812.500000:41.716188;2299877929.687500:41.102682;2319873046.875000:40.387856;2339868164.062500:39.743329;2359863281.250000:39.349604;2379858398.437500:39.412345;2399853515.625000:40.031348;2419848632.812500:40.951635;2439843750.000000:41.596076;2459838867.187500:41.614785;2479833984.375000:41.280679;2499829101.562500:40.985011;2519824218.750000:40.613990;2539819335.937500:40.189159;2559814453.125000:40.060338;2579809570.312500:39.775927;2599804687.500000:38.852787;2619799804.687500:37.696339;2639794921.875000:36.763239;2659790039.062500:35.841621;2679785156.250000:34.401701;2679785156.250000:34.401701
-10.500000,1800000000.000000:8.481431;1819995117.187500:10.641894;1839990234.375000:11.983275;1859985351.562500:14.016188;1879980468.750000:17.191235;1899975585.937500:21.625712;1919970703.125000:27.253736;1939965820.312500:33.269923;1959960937.500000:38.210612;1979956054.687500:41.012594;1999951171.875000:42.037529;2019946289.062500:42.478214;2039941406.250000:42.880649;2059936523.437500:43.021978;2079931640.625000:42.948581;2099926757.812500:42.943067;2119921875.000000:42.865588;2139916992.187500:42.395619;2159912109.375000:41.763238;2179907226.562500:41.585302;2199902343.750000:41.965341;2219897460.937500:42.414374;2239892578.125000:42.607231;2259887695.312500:42.552541;2279882812.500000:42.219291;2299877929.687500:41.604458;2319873046.875000:40.894873;2339868164.062500:40.260578;2359863281.250000:39.873727;2379858398.437500:39.934968;2399853515.625000:40.546726;2419848632.812500:41.465552;2439843750.000000:42.113359;2459838867.187500:42.129075;2479833984.375000:41.789276;2499829101.562500:41.502061;2519824218.750000:41.135348;2539819335.937500:40.707982;2559814453.125000:40.589388;2579809570.312500:40.313482;2599804687.500000:39.386150;2619799804.687500:38.222504;2639794921.875000:37.293242;2659790039.062500:36.374455;2679785156.250000:34.934549;2679785156.250000:34.934549
-10.000000,1800000000.000000:9.185836;1819995117.187500:11.396131;1839990234.375000:12.722112;1859985351.562500:14.702976;1879980468.750000:17.812125;1899975585.937500:22.202510;1919970703.125000:27.810940;1939965820.312500:33.820093;1959960937.500000:38.754409;1979956054.687500:41.550753;1999951171.875000:42.584331;2019946289.062500:43.058575;2039941406.250000:43.487614;2059936523.437500:43.610940;2079931640.625000:43.482605;2099926757.812500:43.416963;2119921875.000000:43.307684;2139916992.187500:42.833363;2159912109.375000:42.195229;2179907226.562500:42.010451;2199902343.750000:42.408052;2219897460.937500:42.898418;2239892578.125000:43.129531;2259887695.312500:43.090982;2279882812.500000:42.746883;2299877929.687500:42.121916;2319873046.875000:41.427823;2339868164.062500:40.795268;2359863281.250000:40.379544;2379858398.437500:40.407381;2399853515.625000:41.005630;2419848632.812500:41.934482;2439843750.000000:42.595846;2459838867.187500:42.604898;2479833984.375000:42.255007;2499829101.562500:41.976628;2519824218.750000:41.617539;2539819335.937500:41.189088;2559814453.125000:41.065048;2579809570.312500:40.770053;2599804687.500000:39.863743;2619799804.687500:38.844744;2639794921.875000:38.085239;2659790039.062500:37.218247;2679785156.250000:35.729037;2679785156.250000:35.729037
-9.500000,1800000000.000000:9.882976;1819995117.187500:12.214764;1839990234.375000:13.510301;1859985351.562500:15.413953;1879980468.750000:18.452529;1899975585.937500:22.787539;1919970703.125000:28.359398;1939965820.312500:34.354995;1959960937.500000:39.285852;1979956054.687500:42.078602;1999951171.875000:43.110781;2019946289.062500:43.588607;2039941406.250000:44.018989;2059936523.437500:44.140936;2079931640.625000:44.010735;2099926757.812500:43.944264;2119921875.000000:43.838536;2139916992.187500:43.370319;2159912109.375000:42.740981;2179907226.562500:42.560014;2199902343.750000:42.951347;2219897460.937500:43.431888;2239892578.125000:43.654723;2259887695.312500:43.612454;2279882812.500000:43.263654;2299877929.687500:42.627935;2319873046.875000:41.930093;2339868164.062500:41.304785;2359863281.250000:40.897760;2379858398.437500:40.928093;2399853515.625000:41.527335;2419848632.812500:42.459399;2439843750.000000:43.126281;2459838867.187500:43.132335;2479833984.375000:42.775677;2499829101.562500:42.507690;2519824218.750000:42.160681;2539819335.937500:41.728520;2559814453.125000:41.604981;2579809570.312500:41.314470;2599804687.500000:40.403144;2619799804.687500:39.378844;2639794921.875000:38.624180;2659790039.062500:37.758602;2679785156.250000:36.266604;2679785156.250000:36.266604
-9.000000,1800000000.000000:10.541414;1819995117.187500:12.859110;1839990234.375000:14.124786;1859985351.562500:15.971823;1879980468.750000:18.927674;1899975585.937500:23.195017;1919970703.125000:28.732021;1939965820.312500:34.710258;1959960937.500000:39.633903;1979956054.687500:42.424907;1999951171.875000:43.457315;2019946289.062500:43.931106;2039941406.250000:44.355894;2059936523.437500:44.472784;2079931640.625000:44.340617;2099926757.812500:44.276867;2119921875.000000:44.171017;2139916992.187500:43.698373;2159912109.375000:43.065694;2179907226.562500:42.887792;2199902343.750000:43.286996;2219897460.937500:43.770010;2239892578.125000:43.995276;2259887695.312500:43.959009;2279882812.500000:43.609997;2299877929.687500:42.972247;2319873046.875000:42.284286;2339868164.062500:41.674164;2359863281.250000:41.276705;2379858398.437500:41.310279;2399853515.625000:41.913061;2419848632.812500:42.845824;2439843750.000000:43.505251;2459838867.187500:43.503545;2479833984.375000:43.149600;2499829101.562500:42.885838;2519824218.750000:42.528765;2539819335.937500:42.096768;2559814453.125000:41.982362;2579809570.312500:41.694269;2599804687.500000:40.780718;2619799804.687500:39.759016;2639794921.875000:39.014803;2659790039.062500:38.147336;2679785156.250000:36.648996;2679785156.250000:36.648996
-8.500000,1800000000.000000:11.350775;1819995117.187500:13.698503;1839990234.375000:14.940265;1859985351.562500:16.722557;1879980468.750000:19.600987;1899975585.937500:23.799045;1919970703.125000:29.285377;1939965820.312500:35.240740;1959960937.500000:40.157111;1979956054.687500:42.944678;1999951171.875000:43.973093;2019946289.062500:44.449227;2039941406.250000:44.882674;2059936523.437500:45.004602;2079931640.625000:44.872605;2099926757.812500:44.808329;2119921875.000000:44.707148;2139916992.187500:44.240111;2159912109.375000:43.609695;2179907226.562500:43.432376;2199902343.750000:43.824295;2219897460.937500:44.295586;2239892578.125000:44.508467;2259887695.312500:44.466914;2279882812.500000:44.122755;2299877929.687500:43.487230;2319873046.875000:42.798981;2339868164.062500:42.193026;2359863281.250000:41.803963;2379858398.437500:41.842760;2399853515.625000:42.441864;2419848632.812500:43.373393;2439843750.000000:44.038741;2459838867.187500:44.034190;2479833984.375000:43.676938;2499829101.562500:43.426129;2519824218.750000:43.078134;2539819335.937500:42.636064;2559814453.125000:42.521990;2579809570.312500:42.240229;2599804687.500000:41.319365;2619799804.687500:40.291767;2639794921.875000:39.550604;2659790039.062500:38.684781;2679785156.250000:37.184734;2679785156.250000:37.184734
-8.000000,1800000000.000000:12.134420;1819995117.187500:14.539233;1839990234.375000:15.750797;1859985351.562500:17.450706;1879980468.750000:20.225702;1899975585.937500:24.357383;1919970703.125000:29.815390;1939965820.312500:35.751064;1959960937.500000:40.653607;1979956054.687500:43.440692;1999951171.875000:44.472958;2019946289.062500:44.946437;2039941406.250000:45.375636;2059936523.437500:45.492044;2079931640.625000:45.356937;2099926757.812500:45.292217;2119921875.000000:45.186275;2139916992.187500:44.715538;2159912109.375000:44.086911;2179907226.562500:43.911286;2199902343.750000:44.299040;2219897460.937500:44.766298;2239892578.125000:44.977927;2259887695.312500:44.937721;2279882812.500000:44.598207;2299877929.687500:43.981051;2319873046.875000:43.326771;2339868164.062500:42.754180;2359863281.250000:42.383692;2379858398.437500:42.410393;2399853515.625000:42.999561;2419848632.812500:43.954399;2439843750.000000:44.654786;2459838867.187500:44.635275;2479833984.375000:44.219741;2499829101.562500:43.942285;2519824218.750000:43.589544;2539819335.937500:43.135940;2559814453.125000:43.017755;2579809570.312500:42.737112;2599804687.500000:41.806568;2619799804.687500:40.770207;2639794921.875000:40.032568;2659790039.062500:39.164364;2679785156.250000:37.656647;2679785156.250000:37.656647
-7.500000,1800000000.000000:12.607723;1819995117.187500:15.348699;1839990234.375000:16.573297;1859985351.562500:18.206638;1879980468.750000:20.899494;1899975585.937500:24.959257;1919970703.125000:30.370290;1939965820.312500:36.285916;1959960937.500000:41.180545;1979956054.687500:43.962933;1999951171.875000:44.995129;2019946289.062500:45.471316;2039941406.250000:45.898594;2059936523.437500:46.014566;2079931640.625000:45.879087;2099926757.812500:45.815318;2119921875.000000:45.716464;2139916992.187500:45.248038;2159912109.375000:44.617401;2179907226.562500:44.439900;2199902343.750000:44.829825;2219897460.937500:45.293402;2239892578.125000:45.494846;2259887695.312500:45.447374;2279882812.500000:45.094519;2299877929.687500:44.448996;2319873046.875000:43.769137;2339868164.062500:43.193889;2359863281.250000:42.833458;2379858398.437500:42.883095;2399853515.625000:43.486754;2419848632.812500:44.432555;2439843750.000000:45.109799;2459838867.187500:45.094157;2479833984.375000:44.716230;2499829101.562500:44.475708;2519824218.750000:44.141739;2539819335.937500:43.682632;2559814453.125000:43.564352;2579809570.312500:43.290682;2599804687.500000:42.351973;2619799804.687500:41.305765;2639794921.875000:40.573106;2659790039.062500:39.709203;2679785156.250000:38.201446;2679785156.250000:38.201446
-7.000000,1800000000.000000:13.309247;1819995117.187500:16.196327;1839990234.375000:17.405556;1859985351.562500:18.973719;1879980468.750000:21.578014;1899975585.937500:25.562229;1919970703.125000:30.935139;1939965820.312500:36.838244;1959960937.500000:41.731612;1979956054.687500:44.516520;1999951171.875000:45.550408;2019946289.062500:46.032391;2039941406.250000:46.472478;2059936523.437500:46.587751;2079931640.625000:46.445350;2099926757.812500:46.387012;2119921875.000000:46.293041;2139916992.187500:45.829255;2159912109.375000:45.210912;2179907226.562500:45.049792;2199902343.750000:45.444752;2219897460.937500:45.898941;2239892578.125000:46.092549;2259887695.312500:46.043702;2279882812.500000:45.692543;2299877929.687500:45.038700;2319873046.875000:44.347121;2339868164.062500:43.766110;2359863281.250000:43.401831;2379858398.437500:43.442323;2399853515.625000:44.039212;2419848632.812500:44.974993;2439843750.000000:45.635985;2459838867.187500:45.604669;2479833984.375000:45.222807;2499829101.562500:44.990074;2519824218.750000:44.652871;2539819335.937500:44.191182;2559814453.125000:44.088183;2579809570.312500:43.830051;2599804687.500000:42.889186;2619799804.687500:41.848293;2639794921.875000:41.134248;2659790039.062500:40.272703;2679785156.250000:38.757004;2679785156.250000:38.757004
-6.500000,1800000000.000000:14.146710;1819995117.187500:17.040232;1839990234.375000:18.234168;1859985351.562500:19.758380;1879980468.750000:22.286687;1899975585.937500:26.185758;1919970703.125000:31.497215;1939965820.312500:37.374459;1959960937.500000:42.265530;1979956054.687500:45.051689;1999951171.875000:46.081001;2019946289.062500:46.559453;2039941406.250000:46.996807;2059936523.437500:47.111543;2079931640.625000:46.976960;2099926757.812500:46.925624;2119921875.000000:46.837863;2139916992.187500:46.372601;2159912109.375000:45.749723;2179907226.562500:45.586099;2199902343.750000:45.979124;2219897460.937500:46.425910;2239892578.125000:46.610062;2259887695.312500:46.560962;2279882812.500000:46.208413;2299877929.687500:45.545654;2319873046.875000:44.857008;2339868164.062500:44.289288;2359863281.250000:43.934934;2379858398.437500:43.975202;2399853515.625000:44.562007;2419848632.812500:45.498271;2439843750.000000:46.174736;2459838867.187500:46.145506;2479833984.375000:45.758561;2499829101.562500:45.535980;2519824218.750000:45.203420;2539819335.937500:44.730865;2559814453.125000:44.631572;2579809570.312500:44.375505;2599804687.500000:43.423639;2619799804.687500:42.382666;2639794921.875000:41.678852;2659790039.062500:40.814757;2679785156.250000:39.290641;2679785156.250000:39.290641
-6.000000,1800000000.000000:14.967162;1819995117.187500:17.934856;1839990234.375000:19.104921;1859985351.562500:20.550692;1879980468.750000:22.985587;1899975585.937500:26.797817;1919970703.125000:32.046000;1939965820.312500:37.895307;1959960937.500000:42.777818;1979956054.687500:45.557568;1999951171.875000:46.585541;2019946289.062500:47.064768;2039941406.250000:47.501419;2059936523.437500:47.613771;2079931640.625000:47.477706;2099926757.812500:47.430909;2119921875.000000:47.342669;2139916992.187500:46.872560;2159912109.375000:46.246568;2179907226.562500:46.080515;2199902343.750000:46.467887;2219897460.937500:46.908494;2239892578.125000:47.089872;2259887695.312500:47.043968;2279882812.500000:46.693028;2299877929.687500:46.027702;2319873046.875000:45.345253;2339868164.062500:44.794075;2359863281.250000:44.453716;2379858398.437500:44.499962;2399853515.625000:45.090635;2419848632.812500:46.035701;2439843750.000000:46.719562;2459838867.187500:46.677897;2479833984.375000:46.276966;2499829101.562500:46.058925;2519824218.750000:45.719251;2539819335.937500:45.229645;2559814453.125000:45.137008;2579809570.312500:44.887269;2599804687.500000:43.918147;2619799804.687500:42.860265;2639794921.875000:42.160746;2659790039.062500:41.294587;2679785156.250000:39.762803;2679785156.250000:39.762803
-5.500000,1800000000.000000:15.660529;1819995117.187500:18.830873;1839990234.375000:20.002218;1859985351.562500:21.394980;1879980468.750000:23.726415;1899975585.937500:27.436845;1919970703.125000:32.628812;1939965820.312500:38.447148;1959960937.500000:43.314664;1979956054.687500:46.091179;1999951171.875000:47.116490;2019946289.062500:47.601312;2039941406.250000:48.047780;2059936523.437500:48.158981;2079931640.625000:48.018216;2099926757.812500:47.975506;2119921875.000000:47.892767;2139916992.187500:47.422458;2159912109.375000:46.797541;2179907226.562500:46.632562;2199902343.750000:47.013586;2219897460.937500:47.443443;2239892578.125000:47.617102;2259887695.312500:47.566897;2279882812.500000:47.209815;2299877929.687500:46.534357;2319873046.875000:45.853266;2339868164.062500:45.314379;2359863281.250000:44.983040;2379858398.437500:45.032552;2399853515.625000:45.624286;2419848632.812500:46.573793;2439843750.000000:47.261724;2459838867.187500:47.212226;2479833984.375000:46.808340;2499829101.562500:46.611635;2519824218.750000:46.280129;2539819335.937500:45.776054;2559814453.125000:45.687378;2579809570.312500:45.442828;2599804687.500000:44.456786;2619799804.687500:43.390528;2639794921.875000:42.701601;2659790039.062500:41.836951;2679785156.250000:40.297263;2679785156.250000:40.297263
