"setpoint_db","freq_hz:measured_gain_db"
-75.500000,1800000000.000000:-52.821234;1819995117.187500:-50.337935;1839990234.375000:-48.095681;1859985351.562500:-44.331432;1879980468.750000:-39.867658;1899975585.937500:-34.824234;1919970703.125000:-28.934448;1939965820.312500:-22.780088;1959960937.500000:-17.851583;1979956054.687500:-15.143874;1999951171.875000:-14.148853;2019946289.062500:-13.726037;2039941406.250000:-13.424375;2059936523.437500:-13.386529;2079931640.625000:-13.533860;2099926757.812500:-13.667075;2119921875.000000:-13.867052;2139916992.187500:-14.276491;2159912109.375000:-14.759761;2179907226.562500:-14.997486;2199902343.750000:-14.850594;2219897460.937500:-14.522778;2239892578.125000:-14.419217;2259887695.312500:-14.601471;2279882812.500000:-14.914253;2299877929.687500:-15.421214;2319873046.875000:-16.260863;2339868164.062500:-17.222330;2359863281.250000:-17.751271;2379858398.437500:-17.557624;2399853515.625000:-16.804093;2419848632.812500:-15.876124;2439843750.000000:-15.398879;2459838867.187500:-15.518724;2479833984.375000:-15.942123;2499829101.562500:-16.286996;2519824218.750000:-16.449808;2539819335.937500:-16.701300;2559814453.125000:-17.191283;2579809570.312500:-17.878605;2599804687.500000:-18.664221;2619799804.687500:-19.557510;2639794921.875000:-20.564654;2659790039.062500:-21.652928;2679785156.250000:-23.189626;2679785156.250000:-23.189626
-75.000000,1800000000.000000:-50.901954;1819995117.187500:-48.612408;1839990234.375000:-46.417053;1859985351.562500:-42.782237;1879980468.750000:-38.401232;1899975585.937500:-33.372883;1919970703.125000:-27.458835;1939965820.312500:-21.256350;1959960937.500000:-16.298527;1979956054.687500:-13.614678;1999951171.875000:-12.658182;2019946289.062500:-12.276544;2039941406.250000:-12.012953;2059936523.437500:-11.989328;2079931640.625000:-12.141562;2099926757.812500:-12.272223;2119921875.000000:-12.454222;2139916992.187500:-12.861067;2159912109.375000:-13.358139;2179907226.562500:-13.581544;2199902343.750000:-13.390842;2219897460.937500:-13.035439;2239892578.125000:-12.911637;2259887695.312500:-13.077973;2279882812.500000:-13.397690;2299877929.687500:-13.903437;2319873046.875000:-14.696651;2339868164.062500:-15.576082;2359863281.250000:-16.035967;2379858398.437500:-15.849320;2399853515.625000:-15.196081;2419848632.812500:-14.375633;2439843750.000000:-13.910314;2459838867.187500:-13.993438;2479833984.375000:-14.387926;2499829101.562500:-14.727137;2519824218.750000:-14.920527;2539819335.937500:-15.190720;2559814453.125000:-15.649766;2579809570.312500:-16.288525;2599804687.500000:-17.057604;2619799804.687500:-17.969876;2639794921.875000:-18.992791;2659790039.062500:-20.066152;2679785156.250000:-21.577113;2679785156.250000:-21.577113
-74.500000,1800000000.000000:-50.244481;1819995117.187500:-47.653147;1839990234.375000:-45.417604;1859985351.562500:-41.797745;1879980468.750000:-37.429231;1899975585.937500:-32.424411;1919970703.125000:-26.528057;1939965820.312500:-20.323604;1959960937.500000:-15.348203;1979956054.687500:-12.648450;1999951171.875000:-11.684623;2019946289.062500:-11.295499;2039941406.250000:-11.024347;2059936523.437500:-11.001949;2079931640.625000:-11.150888;2099926757.812500:-11.265750;2119921875.000000:-11.433644;2139916992.187500:-11.843471;2159912109.375000:-12.359118;2179907226.562500:-12.597215;2199902343.750000:-12.411459;2219897460.937500:-12.062613;2239892578.125000:-11.946908;2259887695.312500:-12.117925;2279882812.500000:-12.440714;2299877929.687500:-12.951395;2319873046.875000:-13.754669;2339868164.062500:-14.638168;2359863281.250000:-15.096298;2379858398.437500:-14.908432;2399853515.625000:-14.256506;2419848632.812500:-13.431806;2439843750.000000:-12.946310;2459838867.187500:-13.016734;2479833984.375000:-13.417848;2499829101.562500:-13.771832;2519824218.750000:-13.978185;2539819335.937500:-14.252626;2559814453.125000:-14.703168;2579809570.312500:-15.332382;2599804687.500000:-16.110213;2619799804.687500:-17.042532;2639794921.875000:-18.081639;2659790039.062500:-19.158301;2679785156.250000:-20.659834;2679785156.250000:-20.659834
-74.000000,1800000000.000000:-49.316922;1819995117.187500:-46.694315;1839990234.375000:-44.449866;1859985351.562500:-40.855113;1879980468.750000:-36.495370;1899975585.937500:-31.480623;1919970703.125000:-25.567585;1939965820.312500:-19.343422;1959960937.500000:-14.341571;1979956054.687500:-11.619354;1999951171.875000:-10.640591;2019946289.062500:-10.236015;2039941406.250000:-9.950632;2059936523.437500:-9.917598;2079931640.625000:-10.057596;2099926757.812500:-10.165564;2119921875.000000:-10.328410;2139916992.187500:-10.737894;2159912109.375000:-11.262255;2179907226.562500:-11.508667;2199902343.750000:-11.324721;2219897460.937500:-10.980544;2239892578.125000:-10.870317;2259887695.312500:-11.047465;2279882812.500000:-11.373417;2299877929.687500:-11.884438;2319873046.875000:-12.693096;2339868164.062500:-13.579619;2359863281.250000:-14.022818;2379858398.437500:-13.818549;2399853515.625000:-13.165337;2419848632.812500:-12.342371;2439843750.000000:-11.840925;2459838867.187500:-11.893577;2479833984.375000:-12.290269;2499829101.562500:-12.652302;2519824218.750000:-12.868652;2539819335.937500:-13.141066;2559814453.125000:-13.574809;2579809570.312500:-14.175636;2599804687.500000:-14.948610;2619799804.687500:-15.915630;2639794921.875000:-16.996084;2659790039.062500:-18.094416;2679785156.250000:-19.600948;2679785156.250000:-19.600948
-73.500000,1800000000.000000:-48.640884;1819995117.187500:-45.739317;1839990234.375000:-43.433804;1859985351.562500:-39.831402;1879980468.750000:-35.483874;1899975585.937500:-30.509398;1919970703.125000:-24.625460;1939965820.312500:-18.405504;1959960937.500000:-13.394964;1979956054.687500:-10.661155;1999951171.875000:-9.670231;2019946289.062500:-9.258169;2039941406.250000:-8.971560;2059936523.437500:-8.943777;2079931640.625000:-9.087983;2099926757.812500:-9.191729;2119921875.000000:-9.347770;2139916992.187500:-9.752369;2159912109.375000:-10.273341;2179907226.562500:-10.524859;2199902343.750000:-10.349424;2219897460.937500:-10.007839;2239892578.125000:-9.897787;2259887695.312500:-10.084171;2279882812.500000:-10.420136;2299877929.687500:-10.933919;2319873046.875000:-11.747463;2339868164.062500:-12.639336;2359863281.250000:-13.086436;2379858398.437500:-12.876322;2399853515.625000:-12.212658;2419848632.812500:-11.388149;2439843750.000000:-10.880965;2459838867.187500:-10.928876;2479833984.375000:-11.332031;2499829101.562500:-11.708229;2519824218.750000:-11.937430;2539819335.937500:-12.214780;2559814453.125000:-12.645490;2579809570.312500:-13.236033;2599804687.500000:-14.002948;2619799804.687500:-14.977165;2639794921.875000:-16.063479;2659790039.062500:-17.160433;2679785156.250000:-18.658650;2679785156.250000:-18.658650
-73.000000,1800000000.000000:-49.470054;1819995117.187500:-45.218784;1839990234.375000:-42.721300;1859985351.562500:-39.091647;1879980468.750000:-34.714054;1899975585.937500:-29.723041;1919970703.125000:-23.826019;1939965820.312500:-17.597512;1959960937.500000:-12.575603;1979956054.687500:-9.826971;1999951171.875000:-8.824823;2019946289.062500:-8.401194;2039941406.250000:-8.102790;2059936523.437500:-8.066178;2079931640.625000:-8.203065;2099926757.812500:-8.302130;2119921875.000000:-8.458429;2139916992.187500:-8.867687;2159912109.375000:-9.388379;2179907226.562500:-9.635478;2199902343.750000:-9.456775;2219897460.937500:-9.113835;2239892578.125000:-9.007956;2259887695.312500:-9.206079;2279882812.500000:-9.557962;2299877929.687500:-10.083608;2319873046.875000:-10.900800;2339868164.062500:-11.788280;2359863281.250000:-12.215821;2379858398.437500:-11.983299;2399853515.625000:-11.321582;2419848632.812500:-10.518783;2439843750.000000:-10.016514;2459838867.187500:-10.058106;2479833984.375000:-10.458447;2499829101.562500:-10.837082;2519824218.750000:-11.065522;2539819335.937500:-11.338742;2559814453.125000:-11.768292;2579809570.312500:-12.351710;2599804687.500000:-13.109721;2619799804.687500:-14.093912;2639794921.875000:-15.198244;2659790039.062500:-16.304638;2679785156.250000:-17.796857;2679785156.250000:-17.796857
-72.500000,1800000000.000000:-46.233083;1819995117.187500:-43.746684;1839990234.375000:-41.586469;1859985351.562500:-38.106847;1879980468.750000:-33.795322;1899975585.937500:-28.790792;1919970703.125000:-22.876395;1939965820.312500:-16.647967;1959960937.500000:-11.631797;1979956054.687500:-8.876319;1999951171.875000:-7.861013;2019946289.062500:-7.424482;2039941406.250000:-7.118164;2059936523.437500:-7.083296;2079931640.625000:-7.227858;2099926757.812500:-7.328813;2119921875.000000:-7.481105;2139916992.187500:-7.885666;2159912109.375000:-8.407572;2179907226.562500:-8.653531;2199902343.750000:-8.468336;2219897460.937500:-8.122075;2239892578.125000:-8.018385;2259887695.312500:-8.221830;2279882812.500000:-8.582735;2299877929.687500:-9.117600;2319873046.875000:-9.938029;2339868164.062500:-10.817514;2359863281.250000:-11.240399;2379858398.437500:-11.004427;2399853515.625000:-10.349130;2419848632.812500:-9.561461;2439843750.000000:-9.056841;2459838867.187500:-9.096981;2479833984.375000:-9.512102;2499829101.562500:-9.910154;2519824218.750000:-10.153097;2539819335.937500:-10.431048;2559814453.125000:-10.864132;2579809570.312500:-11.450282;2599804687.500000:-12.208632;2619799804.687500:-13.199046;2639794921.875000:-14.300141;2659790039.062500:-15.379505;2679785156.250000:-16.833638;2679785156.250000:-16.833638
-72.000000,1800000000.000000:-45.079870;1819995117.187500:-42.665463;1839990234.375000:-40.496870;1859985351.562500:-37.039595;1879980468.750000:-32.756494;1899975585.937500:-27.771123;1919970703.125000:-21.858495;1939965820.312500:-15.618599;1959960937.500000:-10.585031;1979956054.687500:-7.805364;1999951171.875000:-6.773340;2019946289.062500:-6.328870;2039941406.250000:-6.017166;2059936523.437500:-5.976005;2079931640.625000:-6.110124;2099926757.812500:-6.200858;2119921875.000000:-6.357765;2139916992.187500:-6.780133;2159912109.375000:-7.303446;2179907226.562500:-7.537727;2199902343.750000:-7.340482;2219897460.937500:-6.982001;2239892578.125000:-6.873074;2259887695.312500:-7.086287;2279882812.500000:-7.468172;2299877929.687500:-8.017686;2319873046.875000:-8.843981;2339868164.062500:-9.718504;2359863281.250000:-10.123114;2379858398.437500:-9.877934;2399853515.625000:-9.228566;2419848632.812500:-8.441957;2439843750.000000:-7.926700;2459838867.187500:-7.958305;2479833984.375000:-8.372728;2499829101.562500:-8.775444;2519824218.750000:-9.025715;2539819335.937500:-9.305868;2559814453.125000:-9.732372;2579809570.312500:-10.300975;2599804687.500000:-11.044335;2619799804.687500:-12.038603;2639794921.875000:-13.154812;2659790039.062500:-14.242967;2679785156.250000:-15.694779;2679785156.250000:-15.694779
-71.500000,1800000000.000000:-44.116192;1819995117.187500:-41.662979;1839990234.375000:-39.484442;1859985351.562500:-36.048824;1879980468.750000:-31.789272;1899975585.937500:-26.824615;1919970703.125000:-20.917484;1939965820.312500:-14.666756;1959960937.500000:-9.617208;1979956054.687500:-6.827852;1999951171.875000:-5.791225;2019946289.062500:-5.341881;2039941406.250000:-5.025709;2059936523.437500:-4.981313;2079931640.625000:-5.110322;2099926757.812500:-5.191273;2119921875.000000:-5.339347;2139916992.187500:-5.768127;2159912109.375000:-6.314241;2179907226.562500:-6.554476;2199902343.750000:-6.347406;2219897460.937500:-5.978852;2239892578.125000:-5.865836;2259887695.312500:-6.077342;2279882812.500000:-6.465758;2299877929.687500:-7.030709;2319873046.875000:-7.872921;2339868164.062500:-8.754874;2359863281.250000:-9.159424;2379858398.437500:-8.916576;2399853515.625000:-8.264578;2419848632.812500:-7.474458;2439843750.000000:-6.955653;2459838867.187500:-6.984828;2479833984.375000:-7.407436;2499829101.562500:-7.820243;2519824218.750000:-8.075016;2539819335.937500:-8.354879;2559814453.125000:-8.778871;2579809570.312500:-9.347420;2599804687.500000:-10.097621;2619799804.687500:-11.098038;2639794921.875000:-12.218517;2659790039.062500:-13.307220;2679785156.250000:-14.753645;2679785156.250000:-14.753645
-71.000000,1800000000.000000:-43.408033;1819995117.187500:-40.964378;1839990234.375000:-38.787707;1859985351.562500:-35.363810;1879980468.750000:-31.104198;1899975585.937500:-26.133097;1919970703.125000:-20.219863;1939965820.312500:-13.960076;1959960937.500000:-8.899036;1979956054.687500:-6.100840;1999951171.875000:-5.061012;2019946289.062500:-4.610896;2039941406.250000:-4.292799;2059936523.437500:-4.246989;2079931640.625000:-4.372876;2099926757.812500:-4.452367;2119921875.000000:-4.607149;2139916992.187500:-5.044685;2159912109.375000:-5.590955;2179907226.562500:-5.831845;2199902343.750000:-5.624478;2219897460.937500:-5.258662;2239892578.125000:-5.148368;2259887695.312500:-5.358254;2279882812.500000:-5.743913;2299877929.687500:-6.312008;2319873046.875000:-7.160783;2339868164.062500:-8.040470;2359863281.250000:-8.431486;2379858398.437500:-8.170514;2399853515.625000:-7.509705;2419848632.812500:-6.716578;2439843750.000000:-6.183100;2459838867.187500:-6.197640;2479833984.375000:-6.614093;2499829101.562500:-7.024068;2519824218.750000:-7.273195;2539819335.937500:-7.544105;2559814453.125000:-7.950228;2579809570.312500:-8.496215;2599804687.500000:-9.234973;2619799804.687500:-10.237333;2639794921.875000:-11.364999;2659790039.062500:-12.467160;2679785156.250000:-13.925645;2679785156.250000:-13.925645
-70.500000,1800000000.000000:-42.500561;1819995117.187500:-39.958336;1839990234.375000:-37.772633;1859985351.562500:-34.377478;1879980468.750000:-30.135105;1899975585.937500:-25.166994;1919970703.125000:-19.248307;1939965820.312500:-12.978367;1959960937.500000:-7.905766;1979956054.687500:-5.100325;1999951171.875000:-4.057359;2019946289.062500:-3.598734;2039941406.250000:-3.270112;2059936523.437500:-3.222821;2079931640.625000:-3.352282;2099926757.812500:-3.429436;2119921875.000000:-3.573310;2139916992.187500:-4.002852;2159912109.375000:-4.562812;2179907226.562500:-4.816041;2199902343.750000:-4.610779;2219897460.937500:-4.245820;2239892578.125000:-4.134520;2259887695.312500:-4.341997;2279882812.500000:-4.724759;2299877929.687500:-5.293173;2319873046.875000:-6.150697;2339868164.062500:-7.045874;2359863281.250000:-7.441038;2379858398.437500:-7.170911;2399853515.625000:-6.500908;2419848632.812500:-5.707946;2439843750.000000:-5.169587;2459838867.187500:-5.181627;2479833984.375000:-5.605358;2499829101.562500:-6.028148;2519824218.750000:-6.287183;2539819335.937500:-6.561776;2559814453.125000:-6.968604;2579809570.312500:-7.514946;2599804687.500000:-8.256465;2619799804.687500:-9.264332;2639794921.875000:-10.392883;2659790039.062500:-11.491969;2679785156.250000:-12.946396;2679785156.250000:-12.946396
-70.000000,1800000000.000000:-41.386873;1819995117.187500:-38.833227;1839990234.375000:-36.656288;1859985351.562500:-33.294984;1879980468.750000:-29.072537;1899975585.937500:-24.102815;1919970703.125000:-18.166664;1939965820.312500:-11.874472;1959960937.500000:-6.780372;1979956054.687500:-3.951820;1999951171.875000:-2.894358;2019946289.062500:-2.443754;2039941406.250000:-2.127511;2059936523.437500:-2.078812;2079931640.625000:-2.197186;2099926757.812500:-2.267166;2119921875.000000:-2.411507;2139916992.187500:-2.840591;2159912109.375000:-3.391069;2179907226.562500:-3.642800;2199902343.750000:-3.441871;2219897460.937500:-3.078107;2239892578.125000:-2.966429;2259887695.312500:-3.172454;2279882812.500000:-3.542267;2299877929.687500:-4.096017;2319873046.875000:-4.963660;2339868164.062500:-5.885055;2359863281.250000:-6.301082;2379858398.437500:-6.026158;2399853515.625000:-5.346810;2419848632.812500:-4.559177;2439843750.000000:-4.022018;2459838867.187500:-4.032005;2479833984.375000:-4.460371;2499829101.562500:-4.886386;2519824218.750000:-5.138528;2539819335.937500:-5.393578;2559814453.125000:-5.775558;2579809570.312500:-6.301715;2599804687.500000:-7.037355;2619799804.687500:-8.046283;2639794921.875000:-9.178154;2659790039.062500:-10.276762;2679785156.250000:-11.726879;2679785156.250000:-11.726879
-69.500000,1800000000.000000:-40.571393;1819995117.187500:-37.838081;1839990234.375000:-35.645873;1859985351.562500:-32.313183;1879980468.750000:-28.105653;1899975585.937500:-23.136451;1919970703.125000:-17.192258;1939965820.312500:-10.891120;1959960937.500000:-5.785339;1979956054.687500:-2.942943;1999951171.875000:-1.876383;2019946289.062500:-1.421408;2039941406.250000:-1.103541;2059936523.437500:-1.056412;2079931640.625000:-1.176619;2099926757.812500:-1.243573;2119921875.000000:-1.384146;2139916992.187500:-1.814817;2159912109.375000:-2.368421;2179907226.562500:-2.619270;2199902343.750000:-2.413879;2219897460.937500:-2.042510;2239892578.125000:-1.927784;2259887695.312500:-2.137687;2279882812.500000:-2.516673;2299877929.687500:-3.078839;2319873046.875000:-3.949683;2339868164.062500:-4.868655;2359863281.250000:-5.281470;2379858398.437500:-5.003366;2399853515.625000:-4.323774;2419848632.812500:-3.538415;2439843750.000000:-3.005168;2459838867.187500:-3.015450;2479833984.375000:-3.444371;2499829101.562500:-3.875000;2519824218.750000:-4.133165;2539819335.937500:-4.391301;2559814453.125000:-4.776454;2579809570.312500:-5.307645;2599804687.500000:-6.051260;2619799804.687500:-7.070804;2639794921.875000:-8.203676;2659790039.062500:-9.295472;2679785156.250000:-10.739961;2679785156.250000:-10.739961
-69.000000,1800000000.000000:-39.715485;1819995117.187500:-36.901618;1839990234.375000:-34.699092;1859985351.562500:-31.382540;1879980468.750000:-27.182865;1899975585.937500:-22.208712;1919970703.125000:-16.255729;1939965820.312500:-9.943989;1959960937.500000:-4.825491;1979956054.687500:-1.971179;1999951171.875000:-0.899237;2019946289.062500:-0.442120;2039941406.250000:-0.123501;2059936523.437500:-0.076334;2079931640.625000:-0.195819;2099926757.812500:-0.265738;2119921875.000000:-0.408870;2139916992.187500:-0.836184;2159912109.375000:-1.391432;2179907226.562500:-1.641528;2199902343.750000:-1.435481;2219897460.937500:-1.065514;2239892578.125000:-0.949816;2259887695.312500:-1.159210;2279882812.500000:-1.541208;2299877929.687500:-2.112021;2319873046.875000:-2.996853;2339868164.062500:-3.927416;2359863281.250000:-4.336198;2379858398.437500:-4.048736;2399853515.625000:-3.363197;2419848632.812500:-2.574723;2439843750.000000:-2.037231;2459838867.187500:-2.044947;2479833984.375000:-2.473624;2499829101.562500:-2.901359;2519824218.750000:-3.155833;2539819335.937500:-3.407570;2559814453.125000:-3.779336;2579809570.312500:-4.294134;2599804687.500000:-5.031612;2619799804.687500:-6.056163;2639794921.875000:-7.189716;2659790039.062500:-8.273594;2679785156.250000:-9.711067;2679785156.250000:-9.711067
-68.500000,1800000000.000000:-38.793244;1819995117.187500:-35.898991;1839990234.375000:-33.690536;1859985351.562500:-30.396667;1879980468.750000:-26.211100;1899975585.937500:-21.237727;1919970703.125000:-15.275046;1939965820.312500:-8.954174;1959960937.500000:-3.823917;1979956054.687500:-0.954987;1999951171.875000:0.122975;2019946289.062500:0.580688;2039941406.250000:0.898702;2059936523.437500:0.942008;2079931640.625000:0.818776;2099926757.812500:0.747692;2119921875.000000:0.608986;2139916992.187500:0.187892;2159912109.375000:-0.362131;2179907226.562500:-0.610525;2199902343.750000:-0.398739;2219897460.937500:-0.022427;2239892578.125000:0.095423;2259887695.312500:-0.117883;2279882812.500000:-0.505387;2299877929.687500:-1.080135;2319873046.875000:-1.971797;2339868164.062500:-2.912468;2359863281.250000:-3.324726;2379858398.437500:-3.028279;2399853515.625000:-2.328127;2419848632.812500:-1.541180;2439843750.000000:-1.009147;2459838867.187500:-1.020786;2479833984.375000:-1.458400;2499829101.562500:-1.896702;2519824218.750000:-2.155395;2539819335.937500:-2.409211;2559814453.125000:-2.782450;2579809570.312500:-3.297609;2599804687.500000:-4.039235;2619799804.687500:-5.074632;2639794921.875000:-6.216523;2659790039.062500:-7.294082;2679785156.250000:-8.722316;2679785156.250000:-8.722316
-68.000000,1800000000.000000:-37.769882;1819995117.187500:-34.801916;1839990234.375000:-32.591910;1859985351.562500:-29.327872;1879980468.750000:-25.154765;1899975585.937500:-20.171460;1919970703.125000:-14.193741;1939965820.312500:-7.861976;1959960937.500000:-2.717777;1979956054.687500:0.165833;1999951171.875000:1.249044;2019946289.062500:1.701983;2039941406.250000:2.016999;2059936523.437500:2.069043;2079931640.625000:1.955563;2099926757.812500:1.891864;2119921875.000000:1.752878;2139916992.187500:1.327032;2159912109.375000:0.786969;2179907226.562500:0.548190;2199902343.750000:0.759981;2219897460.937500:1.134231;2239892578.125000:1.254687;2259887695.312500:1.043013;2279882812.500000:0.648675;2299877929.687500:0.062740;2319873046.875000:-0.841152;2339868164.062500:-1.789076;2359863281.250000:-2.200495;2379858398.437500:-1.895076;2399853515.625000:-1.191675;2419848632.812500:-0.408320;2439843750.000000:0.129255;2459838867.187500:0.126495;2479833984.375000:-0.307956;2499829101.562500:-0.745374;2519824218.750000:-1.000496;2539819335.937500:-1.245564;2559814453.125000:-1.613281;2579809570.312500:-2.121329;2599804687.500000:-2.848920;2619799804.687500:-3.880261;2639794921.875000:-5.029207;2659790039.062500:-6.103417;2679785156.250000:-7.522011;2679785156.250000:-7.522011
-67.500000,1800000000.000000:-36.488434;1819995117.187500:-33.410954;1839990234.375000:-31.186859;1859985351.562500:-27.920904;1879980468.750000:-23.715827;1899975585.937500:-18.696372;1919970703.125000:-12.708505;1939965820.312500:-6.394851;1959960937.500000:-1.254050;1979956054.687500:1.633399;1999951171.875000:2.718005;2019946289.062500:3.173131;2039941406.250000:3.485440;2059936523.437500:3.532263;2079931640.625000:3.416064;2099926757.812500:3.350321;2119921875.000000:3.214149;2139916992.187500:2.800801;2159912109.375000:2.267686;2179907226.562500:2.036191;2199902343.750000:2.254691;2219897460.937500:2.626809;2239892578.125000:2.745338;2259887695.312500:2.538432;2279882812.500000:2.154513;2299877929.687500:1.583676;2319873046.875000:0.699637;2339868164.062500:-0.235439;2359863281.250000:-0.645452;2379858398.437500:-0.351550;2399853515.625000:0.331730;2419848632.812500:1.102877;2439843750.000000:1.638784;2459838867.187500:1.634806;2479833984.375000:1.192301;2499829101.562500:0.741695;2519824218.750000:0.481848;2539819335.937500:0.241345;2559814453.125000:-0.119978;2579809570.312500:-0.632390;2599804687.500000:-1.377753;2619799804.687500:-2.420072;2639794921.875000:-3.568144;2659790039.062500:-4.642693;2679785156.250000:-6.062856;2679785156.250000:-6.062856
-67.000000,1800000000.000000:-35.039663;1819995117.187500:-31.927497;1839990234.375000:-29.760157;1859985351.562500:-26.561685;1879980468.750000:-22.353942;1899975585.937500:-17.251548;1919970703.125000:-11.167168;1939965820.312500:-4.821183;1959960937.500000:0.285448;1979956054.687500:3.128431;1999951171.875000:4.196302;2019946289.062500:4.651944;2039941406.250000:4.964530;2059936523.437500:5.014893;2079931640.625000:4.908783;2099926757.812500:4.851835;2119921875.000000:4.717875;2139916992.187500:4.311821;2159912109.375000:3.805758;2179907226.562500:3.605973;2199902343.750000:3.830833;2219897460.937500:4.187349;2239892578.125000:4.283474;2259887695.312500:4.055236;2279882812.500000:3.667782;2299877929.687500:3.131407;2319873046.875000:2.310985;2339868164.062500:1.420591;2359863281.250000:0.979992;2379858398.437500:1.196446;2399853515.625000:1.827687;2419848632.812500:2.601099;2439843750.000000:3.158630;2459838867.187500:3.161594;2479833984.375000:2.703217;2499829101.562500:2.224556;2519824218.750000:1.946932;2539819335.937500:1.726876;2559814453.125000:1.408236;2579809570.312500:0.913115;2599804687.500000:0.147126;2619799804.687500:-0.924861;2639794921.875000:-2.085285;2659790039.062500:-3.159928;2679785156.250000:-4.576964;2679785156.250000:-4.576964
-66.500000,1800000000.000000:-33.608739;1819995117.187500:-30.374527;1839990234.375000:-28.189791;1859985351.562500:-24.998277;1879980468.750000:-20.789107;1899975585.937500:-15.691016;1919970703.125000:-9.620324;1939965820.312500:-3.274136;1959960937.500000:1.843701;1979956054.687500:4.672140;1999951171.875000:5.718955;2019946289.062500:6.154717;2039941406.250000:6.454422;2059936523.437500:6.503029;2079931640.625000:6.394694;2099926757.812500:6.341216;2119921875.000000:6.220943;2139916992.187500:5.814346;2159912109.375000:5.291662;2179907226.562500:5.105328;2199902343.750000:5.378886;2219897460.937500:5.777610;2239892578.125000:5.896084;2259887695.312500:5.670926;2279882812.500000:5.265826;2299877929.687500:4.729627;2319873046.875000:3.970903;2339868164.062500:3.179134;2359863281.250000:2.796351;2379858398.437500:2.980857;2399853515.625000:3.533712;2419848632.812500:4.250312;2439843750.000000:4.802471;2459838867.187500:4.823711;2479833984.375000:4.372933;2499829101.562500:3.874409;2519824218.750000:3.565531;2539819335.937500:3.335935;2559814453.125000:3.039668;2579809570.312500:2.566024;2599804687.500000:1.797381;2619799804.687500:0.698795;2639794921.875000:-0.484490;2659790039.062500:-1.567814;2679785156.250000:-2.989237;2679785156.250000:-2.989237
-66.000000,1800000000.000000:-53.343214;1819995117.187500:-53.759447;1839990234.375000:-52.901148;1859985351.562500:-51.120222;1879980468.750000:-48.393024;1899975585.937500:-44.262533;1919970703.125000:-38.829179;1939965820.312500:-32.944136;1959960937.500000:-28.138647;1979956054.687500:-25.528765;1999951171.875000:-24.641361;2019946289.062500:-24.338633;2039941406.250000:-24.108253;2059936523.437500:-23.992621;2079931640.625000:-23.935223;2099926757.812500:-23.779106;2119921875.000000:-23.678980;2139916992.187500:-23.963250;2159912109.375000:-24.623541;2179907226.562500:-25.205837;2199902343.750000:-25.425991;2219897460.937500:-25.464816;2239892578.125000:-25.611572;2259887695.312500:-25.788454;2279882812.500000:-25.884786;2299877929.687500:-26.123858;2319873046.875000:-26.673783;2339868164.062500:-27.376985;2359863281.250000:-27.745223;2379858398.437500:-27.548458;2399853515.625000:-26.883697;2419848632.812500:-25.979733;2439843750.000000:-25.834547;2459838867.187500:-26.383977;2479833984.375000:-26.978493;2499829101.562500:-27.155316;2519824218.750000:-26.982393;2539819335.937500:-27.034379;2559814453.125000:-27.633924;2579809570.312500:-28.593774;2599804687.500000:-29.405844;2619799804.687500:-29.927176;2639794921.875000:-30.607100;2659790039.062500:-31.711343;2679785156.250000:-33.601770;2679785156.250000:-33.601770
-65.500000,1800000000.000000:-52.793301;1819995117.187500:-53.198350;1839990234.375000:-52.239733;1859985351.562500:-50.199392;1879980468.750000:-47.238908;1899975585.937500:-42.988767;1919970703.125000:-37.497878;1939965820.312500:-31.578539;1959960937.500000:-26.748231;1979956054.687500:-24.112603;1999951171.875000:-23.209096;2019946289.062500:-22.899479;2039941406.250000:-22.669908;2059936523.437500:-22.557442;2079931640.625000:-22.500013;2099926757.812500:-22.341217;2119921875.000000:-22.241914;2139916992.187500:-22.526960;2159912109.375000:-23.183050;2179907226.562500:-23.763119;2199902343.750000:-23.974248;2219897460.937500:-23.995088;2239892578.125000:-24.123190;2259887695.312500:-24.294449;2279882812.500000:-24.399219;2299877929.687500:-24.651770;2319873046.875000:-25.211473;2339868164.062500:-25.904404;2359863281.250000:-26.245464;2379858398.437500:-26.031148;2399853515.625000:-25.415835;2419848632.812500:-24.595102;2439843750.000000:-24.417986;2459838867.187500:-24.896140;2479833984.375000:-25.456676;2499829101.562500:-25.644159;2519824218.750000:-25.513508;2539819335.937500:-25.603617;2559814453.125000:-26.191087;2579809570.312500:-27.086842;2599804687.500000:-27.881014;2619799804.687500:-28.474324;2639794921.875000:-29.240676;2659790039.062500:-30.372342;2679785156.250000:-32.205357;2679785156.250000:-32.205357
